Title,PIC,Summary,Author,Date,Pros,Cons,URL
"The Moto 360 Sport reviewed: Good, but not enough fitness to be worth it",https://cdn.arstechnica.net/wp-content/uploads/2015/12/moto360sport18-640x215.jpg,The $299 smartwatch is a runner's companion; all other athletes look elsewhere.,Valentina Palladino,2015-12-22,,,https://arstechnica.com/gadgets/2015/12/the-moto-360-sport-reviewed-good-but-not-enough-fitness-to-be-worth-it/
Review: $699 is a lot to ask for the fairly basic Sony Xperia X Performance,https://cdn.arstechnica.net/wp-content/uploads/2016/06/xperformance14-640x215.jpg,"Even with impressive specs, there's something lacking in the X Performance.",Valentina Palladino,2016-07-05,Elegant glass and brushed metal design.,Overall performance isn't up to par with the OnePlus 3.,https://arstechnica.com/gadgets/2016/07/review-699-is-a-lot-to-ask-for-the-fairly-basic-sony-xperia-x-performance/
Sensoria smart clothing reviewed: A ton of running data at your toe-tips,https://cdn.arstechnica.net/wp-content/uploads/2016/01/sensoria1-640x215.jpg,Can a pair of connected socks and a smart bra really up your running game?,Valentina Palladino,2016-01-12,,,https://arstechnica.com/gadgets/2016/01/sensoria-smart-clothing-reviewed-a-ton-of-running-data-at-your-toe-tips/
"HP Spectre x2 review: All the quality of the Surface Pro, hundreds of dollars less",https://cdn.arstechnica.net/wp-content/uploads/2016/01/IMG_2715-640x215.jpg,Microsoft has defined a market. Now the other PC OEMs are getting in on the action.,Peter Bright,2016-01-12,,,https://arstechnica.com/gadgets/2016/01/hp-spectre-x2-review-all-the-quality-of-the-surface-pro-hundreds-of-dollars-less/
Dell XPS 13 review: Skylake and Thunderbolt 3 make the best a little bit better,https://cdn.arstechnica.net/wp-content/uploads/2016/01/IMG_2743-640x215.jpg,Incremental updates make for incremental improvements.,Peter Bright,2016-01-20,,,https://arstechnica.com/gadgets/2016/01/dell-xps-13-review-skylake-and-thunderbolt-3-make-the-best-a-little-bit-better/
Nabu Watch reviewed: Razer gets into smartwatches in a big way (literally),https://cdn.arstechnica.net/wp-content/uploads/2016/01/nabuwatch9-640x215.jpg,"The $150 smartwatch makes a statement with its design, but it's otherwise basic.",Valentina Palladino,2016-01-26,,,https://arstechnica.com/gadgets/2016/01/nabu-watch-reviewed-razer-gets-into-smartwatches-in-a-big-way-literally/
Better wireless helps Intel’s new Compute Stick deliver on its potential,https://cdn.arstechnica.net/wp-content/uploads/2016/01/listing-600x215.jpg,"Review: Still a $159 niche PC, but at least it's a niche PC that works well.",Andrew Cunningham,2016-01-22,,,https://arstechnica.com/gadgets/2016/01/better-wireless-helps-intels-new-compute-stick-deliver-on-its-potential/
Under Armour’s Gemini 2 sneakers make running smarter without extra baggage,https://cdn.arstechnica.net/wp-content/uploads/2016/02/gemini2_20-640x215.jpg,Review: Connected shoes take the intelligence (and the weight) off your wrist.,Valentina Palladino,2016-02-03,,,https://arstechnica.com/gadgets/2016/02/under-armours-gemini-2-sneakers-make-running-smarter-without-extra-baggage/
"Under Armour and HTC’s HealthBox: Decent together, weak individually",https://cdn.arstechnica.net/wp-content/uploads/2016/02/healthbox12-640x215.jpg,"Review: At $400, the whole package doesn't come cheap.",Valentina Palladino,2016-02-10,,,https://arstechnica.com/gadgets/2016/02/under-armour-and-htcs-healthbox-decent-together-weak-individually/
Dell XPS 15 review: A bigger version of the best PC laptop [Updated],https://cdn.arstechnica.net/wp-content/uploads/2016/01/IMG_2860-640x215.jpg,Dell has taken the best 13-inch laptop on the market and made it bigger.,Peter Bright,2016-01-29,The good looks and light weight we've come to expect,No SSD option in the cheapest configurations,https://arstechnica.com/gadgets/2016/01/dell-xps-15-review-a-bigger-version-of-the-best-pc-laptop/
"Review: HP improves its $200 laptop a lot, but it’s still a $200 laptop",https://cdn.arstechnica.net/wp-content/uploads/2016/01/DSC03087-640x215.jpg,"New HP Stream 11 is a well-built budget PC, but most users will find it limiting.",Andrew Cunningham,2016-01-30,,,https://arstechnica.com/gadgets/2016/01/review-hp-improves-its-200-laptop-a-lot-but-its-still-a-200-laptop/
Neato Botvac Connected review: A LIDAR-powered robot vacuum is my maid now,https://cdn.arstechnica.net/wp-content/uploads/2016/01/IMG_0610-640x215.jpg,Vacuuming is for chumps. Make a robot do it.,Ron Amadeo,2016-01-31,,,https://arstechnica.com/gadgets/2016/01/neato-botvac-connected-review-a-lidar-powered-robot-vacuum-is-my-maid-now/
Hexoskin smart shirt reviewed: Measuring your vitals so you don’t have to,https://cdn.arstechnica.net/wp-content/uploads/2016/02/hexoskin2-640x215.jpg,"But at $400, jumping on the smart clothing bandwagon is a big investment.",Valentina Palladino,2016-02-28,,,https://arstechnica.com/gadgets/2016/02/hexoskin-smart-shirt-reviewed-measuring-your-vitals-so-you-dont-have-to/
Jaybird Reign fitness tracker review: Keeping you honest with heart rate variability,https://cdn.arstechnica.net/wp-content/uploads/2016/02/reign1-640x215.jpg,This $150 tracker tells you if you're actually ready for a hard workout.,Valentina Palladino,2016-02-14,,,https://arstechnica.com/gadgets/2016/02/jaybird-reign-fitness-tracker-review-keeping-you-honest-with-heart-rate-variability/
"Nextbit Robin review: Novel hardware, absurd cloud storage",https://cdn.arstechnica.net/wp-content/uploads/2016/02/feature-640x215.jpg,"Nice hardware, but new OEM's cloud setup doesn't make sense when microSD cards exist.",Ron Amadeo,2016-02-18,,,https://arstechnica.com/gadgets/2016/02/nextbit-robin-review-novel-hardware-absurd-cloud-storage/
Review: Sony’s Xperia Z5 Compact is the best small Android phone you can buy,https://cdn.arstechnica.net/wp-content/uploads/2016/02/DSC03207-640x215.jpg,"If you hate big phones and don't mind last year's hardware, this one's for you.",Andrew Cunningham,2016-02-20,,,https://arstechnica.com/gadgets/2016/02/xperia-z5-compact-reviewed-not-an-amazing-phone-but-a-small-phone/
Xiaomi Redmi 3 review: A $100 metal phone that crushes other $100 phones,https://cdn.arstechnica.net/wp-content/uploads/2016/02/IMG_0044-640x215.jpg,It delivers specs that other OEMs struggle to match at twice the price. ,Ron Amadeo,2016-03-01,,,https://arstechnica.com/gadgets/2016/03/xiaomi-redmi-3-review-a-100-metal-phone-that-crushes-other-100-phones/
Review: Avegant Glyph delivers on “personal theater” promise,https://cdn.arstechnica.net/wp-content/uploads/2016/02/JT3A1893-Version-2-640x215.jpg,It’s a nice HDMI screen for your face—but it’s got one big problem.,Lee Hutchinson,2016-03-01,,,https://arstechnica.com/gadgets/2016/03/review-avegant-glyph-delivers-on-personal-theater-promise/
Got an old phone? Make it into a home security camera.,https://cdn.arstechnica.net/wp-content/uploads/2015/04/iphone-640x215.jpg,"Apps let you turn that old iPhone into a home security camera, albeit with limits.",Valentina Palladino,2016-03-10,,,https://arstechnica.com/gadgets/2016/03/teaching-an-old-smartphone-new-tricks-by-making-it-watch-your-home/
Review: Much-improved Iris GPU makes the Skylake NUC a major upgrade,https://cdn.arstechnica.net/wp-content/uploads/2016/03/DSC03747-1-640x215.jpg,"Iris 540 gets 64MB of eDRAM, bringing big gains to low-power CPUs.",Andrew Cunningham,2016-03-13,,,https://arstechnica.com/gadgets/2016/03/review-much-improved-iris-gpu-makes-the-skylake-nuc-a-major-upgrade/
The 2015 Chromecast and Chromecast Audio: Small blips in the stream [Updated],https://cdn.arstechnica.net/wp-content/uploads/2015/10/IMG_6292-640x215.jpg,"Tons of apps and functionality for $35, but are these devices worth a two-year wait?",Sam Machkovech,2015-10-03,,,https://arstechnica.com/gadgets/2015/10/the-2015-chromecast-and-chromecast-audio-small-blips-in-the-stream/
Review: Nest Cam watches over your home so you don’t have to,https://cdn.arstechnica.net/wp-content/uploads/2015/10/nestcam1-640x215.jpg,"Quality is good and it plays well with other Nests, but subscription costs add up.",Valentina Palladino,2015-10-07,,,https://arstechnica.com/gadgets/2015/10/review-nest-cam-watches-over-your-home-so-you-dont-have-to/
"Android 6.0 Marshmallow, thoroughly reviewed",https://cdn.arstechnica.net/wp-content/uploads/2015/10/Marshmallow-Nexus-640x215.jpg,Marshmallow brings a lot of user-requested features but still has no update solution.,Ron Amadeo,2015-10-05,,,https://arstechnica.com/gadgets/2015/10/android-6-0-marshmallow-thoroughly-reviewed/
"Jawbone’s Up4 is its most advanced, and expensive, tracker yet",https://cdn.arstechnica.net/wp-content/uploads/2015/10/up4_20-640x215.jpg,Review: The $199 device passively monitors heart rate and lets you pay with NFC.,Valentina Palladino,2015-10-10,,,https://arstechnica.com/gadgets/2015/10/jawbones-up4-is-its-most-advanced-and-expensive-tracker-yet/
"Same design, new insides, better screen: 21.5-inch 4K Retina iMac reviewed",https://cdn.arstechnica.net/wp-content/uploads/2015/10/listing-640x215.jpg,"Fusion Drives desperately need to be standard, but otherwise this is a nice Mac.",Andrew Cunningham,2015-10-13,,,https://arstechnica.com/gadgets/2015/10/same-design-new-insides-better-screen-21-5-inch-4k-retina-imac-reviewed/
"Amazon’s 2015 Fire TV: Finally, Amazon gets the streaming box right",https://cdn.arstechnica.net/wp-content/uploads/2015/10/IMG_6604-640x215.jpg,"Review: Connectivity, interface issues met with gaming, search boosts. Plus, it's fast.",Sam Machkovech,2015-10-15,,,https://arstechnica.com/gadgets/2015/10/amazons-2015-fire-tv-finally-amazon-gets-the-streaming-box-right/
Incredibly loud and always watching: Canary’s security camera reviewed,https://cdn.arstechnica.net/wp-content/uploads/2015/10/canary7-640x215.jpg,"An alarm, emergency contacts, and night vision make Canary a capable watchdog.",Valentina Palladino,2015-10-17,,,https://arstechnica.com/gadgets/2015/10/incredibly-loud-and-always-watching-canarys-security-camera-reviewed/
Nexus 5X and Nexus 6P review: The true flagships of the Android ecosystem,https://cdn.arstechnica.net/wp-content/uploads/2015/10/Nexus-1-640x215.jpg,"With little to no compromise, these are now the Android phones to beat.",Ron Amadeo,2015-10-19,"
            ",,https://arstechnica.com/gadgets/2015/10/nexus-5x-and-nexus-6p-review-the-true-flagships-of-the-android-ecosystem/
"Powerful new hardware, same Chrome OS: Dell Chromebook 13 reviewed",https://cdn.arstechnica.net/wp-content/uploads/2015/10/chromebook13_21-640x215.jpg,Review: You could drop up to $899 on this premium Chromebook.,Valentina Palladino,2015-10-16,,,https://arstechnica.com/gadgets/2015/10/powerful-new-hardware-same-chrome-os-dell-chromebook-13-reviewed/
Surface Book review: The hybrid that really does replace your laptop,https://cdn.arstechnica.net/wp-content/uploads/2015/10/surface-book-feature.png,"It ain't cheap, but it is pretty.",Peter Bright,2015-10-21,,,https://arstechnica.com/gadgets/2015/10/surface-book-review-the-laptop-that-replaces-your-tablet/
Surface Pro 4 review: The tablet that still doesn’t quite replace your laptop,https://cdn.arstechnica.net/wp-content/uploads/2015/10/surface-4-feature.jpg,But it's a fine machine if you don't mind that it can't.,Peter Bright,2015-10-21,,,https://arstechnica.com/gadgets/2015/10/surface-pro-4-review-the-tablet-that-still-doesnt-quite-replace-your-laptop/
New Apple TV wants to be more than just a streaming box (but it isn’t yet),https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC01995-640x215.jpg,Review: Game console? Mini PC? Media player? There's a lot of potential here.,Andrew Cunningham,2015-11-04,,,https://arstechnica.com/gadgets/2015/11/new-apple-tv-wants-to-be-more-than-just-a-streaming-box-but-it-isnt-yet/
Microsoft Band 2.0: Big steps forward mean you just might ditch your trainer,https://cdn.arstechnica.net/wp-content/uploads/2015/10/microsoftband31-640x215.jpg,"Review: Better than the original, but not perfect.",Valentina Palladino,2015-10-29,,,https://arstechnica.com/gadgets/2015/10/the-new-microsoft-band-has-all-the-workouts-you-could-ever-dream-of/
Roku 4 review: A future-proofed 4K version of the best streaming box (so far),https://cdn.arstechnica.net/wp-content/uploads/2015/10/DSC01961-640x215.jpg,"$130 box is larger and faster, and it's overkill for most people right now.",Andrew Cunningham,2015-10-29,,,https://arstechnica.com/gadgets/2015/10/roku-4-review-a-future-proofed-4k-version-of-the-best-streaming-box-so-far/
Review: Netatmo’s Welcome home security camera gets facial recognition right,https://cdn.arstechnica.net/wp-content/uploads/2015/10/welcome9-640x215.jpg,"It doesn't require a subscription, but lag and image quality can be problems.",Valentina Palladino,2015-11-03,,,https://arstechnica.com/gadgets/2015/11/review-netatmos-welcome-home-security-camera-gets-facial-recognition-right/
"Runtastic Moment Classic reviewed: refined style, strange subscription hurdles",https://cdn.arstechnica.net/wp-content/uploads/2015/11/moment1-640x215.jpg,"The running app's new trackers are lovely, but you need to pay to use them fully.",Valentina Palladino,2015-11-07,,,https://arstechnica.com/gadgets/2015/11/runtastic-moment-classic-reviewed-refined-style-strange-subscription-hurdles/
iPad Pro review: Mac-like speed with all the virtues and restrictions of iOS,https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC02086-640x215.jpg,"There's some promise here, but iOS makes this a very different kind of computer.",Andrew Cunningham,2015-11-11,,,https://arstechnica.com/gadgets/2015/11/ipad-pro-review-mac-like-speed-with-all-the-virtues-and-limitations-of-ios/
"BlackBerry Priv review: Android fixes the OS, but the hardware can’t compete",https://cdn.arstechnica.net/wp-content/uploads/2015/11/feature-640x215.jpg,"$700 for a bad keyboard, poor camera, iffy build quality, and old software? No thanks.",Ron Amadeo,2015-11-12,,,https://arstechnica.com/gadgets/2015/11/blackberry-priv-review-android-fixes-the-os-but-the-hardware-cant-compete/
Mini-review: Hisense’s ARM Chromebook actually isn’t awful for $149,https://cdn.arstechnica.net/wp-content/uploads/2015/04/DSC00354-640x215.jpg,The laptop doesn't cut corners that $199 Chromebooks aren't already cutting. ,Andrew Cunningham,2015-04-06,Feels pretty well-made for $149.,Keyboard and trackpad are OK but sometimes tweaky.,https://arstechnica.com/gadgets/2015/04/mini-review-hisenses-arm-chromebook-actually-isnt-awful-for-149/
"Mini-review: Test driving a fully loaded, $4,000 27-inch 5K iMac",https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC02048-640x215.jpg,"Skylake CPUs, fast GPUs, a 1TB SSD, and 32GB of RAM make this iMac fun to use.",Andrew Cunningham,2015-11-05,,,https://arstechnica.com/gadgets/2015/11/mini-review-test-driving-a-fully-loaded-4000-27-inch-5k-imac/
Mini-review: Intel’s powered-up Core i7 Broadwell mini PC,https://cdn.arstechnica.net/wp-content/uploads/2015/03/DSC00331-640x215.jpg,28W chips give a nice CPU and GPU performance bump to the first Core i7 NUC.,Andrew Cunningham,2015-03-29,,,https://arstechnica.com/gadgets/2015/03/mini-review-intels-powered-up-core-i7-broadwell-mini-pc/
HP Spectre x360: The surprisingly good offspring of a MacBook Air and Lenovo Yoga,https://cdn.arstechnica.net/wp-content/uploads/2015/03/IMG_0937-640x215.jpg,Review: Good looks and great battery life make for a compelling laptop.,Peter Bright,2015-04-06,,,https://arstechnica.com/gadgets/2015/04/hp-spectre-x360-the-surprisingly-good-offspring-of-a-macbook-air-and-lenovo-yoga/
Ultrabook Plus: The 2015 13-inch Retina MacBook Pro reviewed,https://cdn.arstechnica.net/wp-content/uploads/2015/03/DSC00303-640x215.jpg,"It's not a quad-core workstation, but it's faster than most 13-inch laptops.",Andrew Cunningham,2015-04-02,,,https://arstechnica.com/gadgets/2015/04/ultrabook-plus-the-2015-13-inch-retina-macbook-pro-reviewed/
HTC One M9 review: HTC’s flagship feels like an afterthought,https://cdn.arstechnica.net/wp-content/uploads/2015/03/HTC-One-M9-1-640x215.jpg,A design from 2013 and a heavily throttled SoC make for a disappointing update.,Ron Amadeo,2015-03-30,"
            ",,https://arstechnica.com/gadgets/2015/03/htc-one-m9-review-htcs-flagship-feels-like-an-afterthought/
Intel’s Compute Stick: A full PC that’s tiny in size (and performance),https://cdn.arstechnica.net/wp-content/uploads/2015/04/IMG_0682-640x215.jpg,Mini-review: Atom-powered mini PC is a good streaming stick but a slow desktop.,Andrew Cunningham,2015-04-22,,,https://arstechnica.com/gadgets/2015/04/intels-compute-stick-a-full-pc-thats-tiny-in-size-and-performance/
Samsung Galaxy S6 review: It’s what’s on the outside that counts,https://cdn.arstechnica.net/wp-content/uploads/2015/04/Galaxy-S6-1-640x215.jpg,A great camera and premium materials offset the loss of power-user features.,Ron Amadeo,2015-04-12,"
            ",,https://arstechnica.com/gadgets/2015/04/samsung-galaxy-s6-review-its-whats-on-the-outside-that-counts/
"Surface 3 review: Smaller, slower, cheaper... better?",https://cdn.arstechnica.net/wp-content/uploads/2015/04/surface-3-front-640x215.jpg,Switching to an x86 processor has made the Surface so much better.,Peter Bright,2015-04-14,,,https://arstechnica.com/gadgets/2015/04/surface-3-review-smaller-slower-cheaper-better/
A review of Android for Work: Dual-persona support comes to Android,https://cdn.arstechnica.net/wp-content/uploads/2015/03/hero2-640x215.jpg,Google aims for the enterprise with separate work and home data on a single device.,Ron Amadeo,2015-03-26,,,https://arstechnica.com/information-technology/2015/03/a-review-of-android-for-work-dual-persona-support-comes-to-android/
"Asus Zenbook UX305: It’s no MacBook, but it’s a good midrange laptop",https://cdn.arstechnica.net/wp-content/uploads/2015/04/DSC00575-640x215.jpg,Review: This basic Core M Ultrabook offers a nice set of features for $700.,Andrew Cunningham,2015-04-28,,,https://arstechnica.com/gadgets/2015/04/asus-zenbook-ux305-its-no-macbook-but-its-a-good-midrange-laptop/
The 2015 MacBook previews a future that’s not quite here,https://cdn.arstechnica.net/wp-content/uploads/2015/04/DSC00385-640x215.jpg,Review: This laptop is defined by the features it doesn't have.,Andrew Cunningham,2015-04-09,,,https://arstechnica.com/gadgets/2015/04/the-2015-macbook-previews-a-future-thats-not-quite-here/
Review: The absolutely optional Apple Watch and Watch OS 1.0,https://cdn.arstechnica.net/wp-content/uploads/2015/05/DSC00620-640x215.jpg,A pragmatist's guide to a nice but not quite necessary gadget.,Andrew Cunningham,2015-05-03,,,https://arstechnica.com/gadgets/2015/05/review-the-absolutely-optional-apple-watch-and-watch-os-1-0/
An Ultrabook that works with your projector: Lenovo T450s reviewed,https://cdn.arstechnica.net/wp-content/uploads/2015/04/MG_4294-640x215.jpg,"Ports, end-user servicing, docking stations, and legacy connectors live on.",Peter Bright,2015-04-29,"That keyboard, that TrackPoint",The screen is only OK,https://arstechnica.com/gadgets/2015/04/the-business-ultrabook-lenovo-t450s-reviewed/
"Review: Tesla’s new Model S P85D—double your engines, double your fun",https://cdn.arstechnica.net/wp-content/uploads/2015/05/JT3A3216-640x215.jpg,"But at $130,000 loaded, it’s hard to overlook flaws—even if the car is McLaren F1-fast.",Lee Hutchinson,2015-05-24,"
            ",,https://arstechnica.com/cars/2015/05/review-teslas-new-model-s-p85d-double-your-engines-double-your-fun/
"LG G4 Review: More than competent, but less than stunning [Update]",https://cdn.arstechnica.net/wp-content/uploads/2015/05/LG-G4-3-640x215.jpg,"The G4 is a decent phone, but struggles to stand out against the competition.",Ron Amadeo,2015-05-10,,,https://arstechnica.com/gadgets/2015/05/lg-g4-review-more-than-competent-but-less-than-stunning/
First look: OS X El Capitan brings a little Snow Leopard to Yosemite,https://cdn.arstechnica.net/wp-content/uploads/2015/06/el-cap-intro-640x215.jpg,We spent a week with the first beta to save you from breaking your laptop.,Andrew Cunningham,2015-06-15,,,https://arstechnica.com/gadgets/2015/06/preview-os-x-el-capitans-first-beta-is-a-promising-heap-of-refinements/
First look: iOS 9 public beta is the update the iPad deserves,https://cdn.arstechnica.net/wp-content/uploads/2015/07/Screen-Shot-2015-07-09-at-1.20.35-PM-640x215.png,A smallish update for phones is a Mac-sized leap for tablets.,Andrew Cunningham,2015-07-09,,,https://arstechnica.com/gadgets/2015/07/first-look-ios-9-public-beta-is-the-update-the-ipad-deserves/
"The Arlo and Flir FX security cameras: plug-and-play, mobile ready omnipresence",https://cdn.arstechnica.net/wp-content/uploads/2015/06/image-640x215.jpg,In which the author explores being the voyeur in her own house.,Megan Geuss,2015-06-19,,,https://arstechnica.com/gadgets/2015/06/the-arlo-and-flir-fx-security-cameras-plug-and-play-mobile-ready-omnipresence/
"Xiaomi Mi 4i review—The best specs for $200, but not the best software",https://cdn.arstechnica.net/wp-content/uploads/2015/06/Mi-4i-121-640x215.jpg,"A Snapdragon 615 and 3120 mAh battery are a steal, but the skin needs updating.",Ron Amadeo,2015-06-25,,,https://arstechnica.com/gadgets/2015/06/xiaomi-mi-4i-review-the-best-specs-for-200-but-not-the-best-software/
"Asus’ Chromebook Flip looks and feels great, unless you’re typing on it",https://cdn.arstechnica.net/wp-content/uploads/2015/07/DSC00833-640x215.jpg,Review: $250 convertible Chromebook compromised by cramped keyboard.,Andrew Cunningham,2015-07-15,,,https://arstechnica.com/gadgets/2015/07/asus-chromebook-flip-looks-and-feels-great-unless-youre-typing-on-it/
"Great gadget, small audience: The sixth-generation iPod Touch reviewed",https://cdn.arstechnica.net/wp-content/uploads/2015/07/DSC00872-640x215.jpg,"iPhones have eaten the iPod, but this new release is still useful for specific purposes.",Andrew Cunningham,2015-07-22,,,https://arstechnica.com/gadgets/2015/07/great-gadget-small-audience-the-sixth-generation-ipod-touch-reviewed/
Review: iRig UA finally brings amp modelling to Android but lacks killer tone,https://cdn.arstechnica.net/wp-content/uploads/2015/06/DSC01771-640x215.jpg,"Solid hardware and latency-free performance is let down by dated software, in-app purchases.",Mark Walton,2015-06-17,,,https://arstechnica.com/gadgets/2015/06/review-the-irig-ua-brings-amp-modelling-to-android-but-lacks-killer-tone/
"Logitech’s rechargeable, switchable keyboard is a great choice for iOS 9",https://cdn.arstechnica.net/wp-content/uploads/2015/08/DSC01197-640x215.jpg,"For those with iPads or any combo of devices, the convenience is worth the price.",Andrew Cunningham,2015-08-22,,,https://arstechnica.com/gadgets/2015/08/logitechs-rechargeable-switchable-keyboard-is-a-great-choice-for-ios-9/
Google OnHub review—Google’s smart home Trojan horse is a $200 leap of faith,https://cdn.arstechnica.net/wp-content/uploads/2015/08/feature2-640x215.jpg,"Today it's a $200 Wi-Fi router. Tomorrow? We have no idea.  (Ok, maybe some idea.)",Ron Amadeo,2015-08-31,,,https://arstechnica.com/gadgets/2015/08/google-onhub-review-googles-smart-home-trojan-horse-is-a-200-leap-of-faith/
Review: New $180 Moto G is a stylish upgrade worthy of the original,https://cdn.arstechnica.net/wp-content/uploads/2015/08/listing-640x215.jpg,"Meh GPU and flaky camera are outweighed by LTE, better CPU, 2GB RAM, and the price.",Andrew Cunningham,2015-08-08,,,https://arstechnica.com/gadgets/2015/08/review-new-180-moto-g-is-a-stylish-upgrade-worthy-of-the-original/
"iOS 9, thoroughly reviewed",https://cdn.arstechnica.net/wp-content/uploads/2015/09/DSC01437-640x215.jpg,Apple gives the iPad a lot of love as iOS goes back into spit-and-polish mode.,Andrew Cunningham,2015-09-16,,,https://arstechnica.com/gadgets/2015/09/ios-9-thoroughly-reviewed/
Nexus 6 review—The “premium” price still comes with compromises ,https://cdn.arstechnica.net/wp-content/uploads/2014/11/hero-640x215.jpg,"Slow storage hurts load times, multitasking on Google's new flagship. Plus, why 6 inches?",Ron Amadeo,2014-11-12,,,https://arstechnica.com/gadgets/2014/11/nexus-6-review-the-premium-price-still-comes-with-compromises/
"Lollipop on the 2012 Nexus 7: Not great, but not much worse",https://cdn.arstechnica.net/wp-content/uploads/2014/11/IMG_0481-640x215.jpg,"The older tablet's problems stem mostly from hardware, not software.",Andrew Cunningham,2014-11-14,,,https://arstechnica.com/gadgets/2014/11/lollipop-on-the-2012-nexus-7-not-great-but-not-much-worse/
"Android Auto review: A beautiful, but beta alternative to awful OEM solutions",https://cdn.arstechnica.net/wp-content/uploads/2015/07/Android-Auto-640x215.jpg,The occasional frustration still beats the very low bar set by car manufacturers.,Ron Amadeo,2015-07-24,"
            ",,https://arstechnica.com/cars/2015/07/android-auto-review-a-beautiful-but-beta-alternative-to-awful-oem-solutions/
"Android 5.0 Lollipop, thoroughly reviewed",https://cdn.arstechnica.net/wp-content/uploads/2014/10/heade2r-640x215.jpg,Android's biggest update ever revamps nearly every part of the OS.,Ron Amadeo,2014-11-12,,,https://arstechnica.com/gadgets/2014/11/android-5-0-lollipop-thoroughly-reviewed/
"Review: Motorola’s Droid Turbo beats the Moto X in specs, if not style",https://cdn.arstechnica.net/wp-content/uploads/2014/11/IMG_0532-640x215.jpg,"Chunky, Verizon-exclusive phone improves the camera, battery, and more.",Andrew Cunningham,2014-11-25,,,https://arstechnica.com/gadgets/2014/11/review-motorolas-droid-turbo-beats-the-moto-x-in-specs-if-not-style/
"The Nexus 10, Lollipop, and the problem with big Android tablets",https://cdn.arstechnica.net/wp-content/uploads/2014/11/IMG_0493-640x215.jpg,"When it comes to tablets, Google doesn't even follow its own design guidelines.",Andrew Cunningham,2014-11-16,,,https://arstechnica.com/gadgets/2014/11/the-nexus-10-lollipop-and-the-problem-with-big-android-tablets/
iWork ’14 review: Still waiting for that great leap forward [Updated],https://cdn.arstechnica.net/wp-content/uploads/2014/11/iwork14-icons-640x215.jpg,"No backward compatibility, but it's hard to argue with free.",Iljitsch van Beijnum,2014-11-28,,,https://arstechnica.com/gadgets/2014/11/iwork-14-review-still-waiting-for-that-great-leap-forward/
Yoga Pro 3 review: Broadwell is a mixed blessing,https://cdn.arstechnica.net/wp-content/uploads/2014/11/MG_4141-640x215.jpg,"The design is ever more exotic, but the performance is worse.",Peter Bright,2014-11-22,Beautiful screen,The Broadwell Y processor makes it slower than the old one,https://arstechnica.com/gadgets/2014/11/yoga-pro-3-review-broadwell-is-a-mixed-blessing/
"The BlackBerry Passport enigma: TCOB-machine or “worst designed thing, ever”",https://cdn.arstechnica.net/wp-content/uploads/2014/11/BB-after-hours3-640x215.jpg,"Review: It’s not your teenager’s smartphone, which is kind of the point.",Sean Gallagher,2014-11-23,,,https://arstechnica.com/gadgets/2014/11/ars-reviews-the-blackberry-passport-the-corporate-tool/
Don’t call it a netbook (or a “Chromebook killer”)—HP’s $200 Stream 11 reviewed,https://cdn.arstechnica.net/wp-content/uploads/2014/12/IMG_0586-640x215.jpg,"Windows adds much-needed versatility, but low-end hardware limits it anyway.",Andrew Cunningham,2014-12-06,,,https://arstechnica.com/gadgets/2014/12/chromebook-in-the-streets-windows-in-the-sheets-hps-200-stream-11-reviewed/
Microsoft’s mid-range Lumia 735 and 830 reviewed: price is a problem,https://cdn.arstechnica.net/wp-content/uploads/2014/11/MG_4107-640x215.jpg,The phones aren't really the issue. We actually like the phones.,Peter Bright,2014-11-19,,,https://arstechnica.com/gadgets/2014/11/microsofts-mid-range-lumia-735-and-830-reviewed-price-is-a-problem/
Learning the science behind silencers on the range with SilencerCo,https://cdn.arstechnica.net/wp-content/uploads/2014/11/JT3A0787-Version-2-640x215.jpg,"Hollywood gets it consistently wrong—in the real world, they're merely less loud.",Lee Hutchinson,2014-12-02,,,https://arstechnica.com/gadgets/2014/12/learning-the-science-behind-silencers-on-the-range-with-silencerco/
HP EliteBook 1020 review: A business Ultrabook you’ll want to bring home,https://cdn.arstechnica.net/wp-content/uploads/2014/12/IMG_0614-640x215.jpg,"Core M needs speed and the trackpad is weird, but there's a lot to like here.",Andrew Cunningham,2014-12-28,,,https://arstechnica.com/gadgets/2014/12/hp-elitebook-1020-review-a-business-ultrabook-youll-want-to-bring-home/
The Lumia 535: Microsoft’s first phone reviewed,https://cdn.arstechnica.net/wp-content/uploads/2014/12/back1-640x215.jpg,Is a low-end flagship a thing? It should be.,Peter Bright,2014-12-11,,,https://arstechnica.com/gadgets/2014/12/the-lumia-535-microsofts-first-phone-reviewed/
Yoga Tablet 2 Pro review: So close to being good,https://cdn.arstechnica.net/wp-content/uploads/2014/12/IMG_3538-640x215.jpg,"Bulky and underpowered, but multitasking and projector gimmick get our attention.",Sam Machkovech,2014-12-14,"A bright, beautiful 13.3-inch screen matched with legitimate Android multitasking","Uh, this thing is HUGE",https://arstechnica.com/gadgets/2014/12/yoga-tablet-2-pro-review-so-close-to-being-good/
