PIC,Title,Author,Pros,Cons,OCN,Summary,Verdict,URL,Date,Review_Date,Score,Scale,SID,Product_Name
https://i.rtings.com/images/reviews/headphones/mee-audio/m6-pro/m6-pro-design-medium.jpg,MEE audio M6 PRO Review,Sam Vafaei,Portable and stable design.,Slightly bright audio reproduction.,Headphones,The Mee M6 Pro are a more durable and better-built upgrade to the M6. They come with two cables and the transparent casing on the earbuds and the in-line remote ...,"The Mee Audio M6 Pro are a decently versatile in-ears. They're better built than the M6 and deliver a moderately well-balanced audio response but may sound a bit too sharp for some critical listeners. They're easy to carry around on your person with a stable and durable design that would be decent for sports. Unfortunately their lack of controls, mediocre isolation and the below-average sound they may not be the ideal headphones for more critical listeners.",https://www.rtings.com/headphones/reviews/mee-audio/m6-pro,2017-12-26,2017-12-26 00:00:00,6.7,10,mee-audio/m6-pro,MEE audio M6 PRO
https://i.rtings.com/images/reviews/headphones/mee-audio/m9b/m9b-design-medium.jpg,MEE audio M9B Wireless Review,Sam Vafaei,Portable and stable design for sports.,Poor battery life and active features.,Headphones,"The MEE Audio M9B are super affordable wireless in-ears with a mediocre and bass-heavy sound. They have a lightweight, portable design, and they're stable enough...","The Mee M9b are a decent, budget wireless in-ears for mixed usage. They have a somewhat bass-heavy sound that won't be ideal for critical listening, and they do not have the best battery life or wireless range. On the upside, they're compact and easy to carry around on your person at all times. They're also stable and decently comfortable which makes them a good option for sports.",https://www.rtings.com/headphones/reviews/mee-audio/m9b-wireless,2018-01-10,2018-01-10 00:00:00,6.6,10,mee-audio/m9b-wireless,MEE audio M9B Wireless
https://i.rtings.com/images/reviews/headphones/logitech/g433/g433-design-medium.jpg,Logitech G433 Gaming Headset Review,Marc Henney,Negligible latency.,Poor noise isolation.,Headphones,"The Logitech G433 are a good gaming headset, with a well-balanced sound, and a versatile design for everyday use. They have a detachable mic, a regular aux cable...","The Logitech G433 is a good gaming headset with a versatile design for more casual and mixed usage. They have a well-balanced sound that you can also tweak with the Logitech Gaming Software. They have practically no latency thanks to their wired connection, which makes them a suitable option for gaming and watching movies. Unfortunately, they won't be ideal for sports and for commuting since they're a bit unstable and have poor isolation.",https://www.rtings.com/headphones/reviews/logitech/g433-gaming-headset,2018-05-03,2018-05-03 00:00:00,5.8,10,logitech/g433-gaming-headset,Logitech G433 Gaming Headset
https://i.rtings.com/images/reviews/headphones/lucidsound/ls31/ls31-design-medium.jpg,LucidSound LS31 Wireless Review,Marc Henney,Comfortable design.,Loose fit.,Headphones,The LucidSound LS31 is a good wireless gaming headset with plenty of control options but takes some time to get used to. It has decent audio reproduction and is ...,"Average for mixed usage. While the LucidSound LS31 have decent audio reproduction and are quite comfortable, the bulky design won’t be ideal for commuting or sports. It also doesn’t isolate noise well. Also, the over-ear design isn’t very breathable, and the cups feel loose on the head, meaning they’ll be a mediocre option for sports. On the upside, their low latency dongle allows you to watch TV from your couch without lag or lipsync issues. These headphones also have a great microphone performance for online gaming. ",https://www.rtings.com/headphones/reviews/lucidsound/ls31-wireless,2019-02-05,2019-02-05 00:00:00,6.3,10,lucidsound/ls31-wireless,LucidSound LS31 Wireless
https://i.rtings.com/images/reviews/tv/vizio/d-series-1080p-2016/d-series-1080p-2016-design-medium.jpg,"Vizio D Series 1080p 2016 Review (D32-D1, D40-D1, D43-D1, D43-D2, D48-D0, D50-D1, D55-D2, D60-D3, D65-D2, D70-D3)",Justin St-Laurent,Good basic picture quality.,Loss of picture quality at an angle.,TV,"The Vizio D Series 1080p 2016 is a good budget LED TV. It performs good enough across the board, with average-good picture quality. It handles motion very well. ...","For mixed usage, the Vizio D Series 1080p 2016 is quite average across the board. It is better for video games, but when viewed from the side the picture quality diminishes rapidly.",https://www.rtings.com/tv/reviews/vizio/d-series-1080p-2016,2016-05-20,2016-05-20 00:00:00,7.0,10,vizio/d-series-1080p-2016,"Vizio D Series 1080p 2016 (D32-D1, D40-D1, D43-D1, D43-D2, D48-D0, D50-D1, D55-D2, D60-D3, D65-D2, D70-D3)"
https://i.rtings.com/images/reviews/headphones/logitech/g533/g533-design-medium.jpg,Logitech G533 Wireless Gaming Headset Review,Sam Vafaei,Great sound quality.,Bulky design.,Headphones,"The Logitech G533 are great-sounding gaming headsets, with a good build quality and a comfortable design. They have one of the best implementation of the Logitec...","The Logitech G533 have a great sound a comfortable design and low latency. This makes them a good option for gaming watching movies and critical listening. Unfortunately, they don't have a versatile or outdoor friendly design. They're too bulky and impractical for sports, and they don't isolate well enough for commuting.",https://www.rtings.com/headphones/reviews/logitech/g533-wireless-gaming-headset,2017-11-30,2017-11-30 00:00:00,6.1,10,logitech/g533-wireless-gaming-headset,Logitech G533 Wireless Gaming Headset
https://i.rtings.com/images/reviews/headphones/logitech/g430/g430-design-medium.jpg,Logitech G430 Gaming Headset Review,Marc Henney,Negligible latency.,Mediocre build quality.,Headphones,The Logitech G430 are above-average gaming headphones with a good-enough sound for critical listening. They're comfortable and have a decent mic that filters a l...,"The best use case for the Logitech G430 is for gaming and critical listening. They have a surprisingly well-balanced sound that you can also tweak with the Logitech Gaming Software. They also have very negligible latency since they're wired. Unfortunately, they're not really suitable for much else. They won't be stable or portable enough for sports and do not block enough noise for commuting.",https://www.rtings.com/headphones/reviews/logitech/g430-gaming-headset,2018-03-23,2018-03-23 00:00:00,6.0,10,logitech/g430-gaming-headset,Logitech G430 Gaming Headset
https://i.rtings.com/images/reviews/headphones/logitech/g635/g635-design-medium.jpg,Logitech G635 Gaming Headset Review,Jean-Simon Bonneterre,Great audio reproduction.,Very bulky design.,Headphones,"The Logitech G635 are decent gaming headphones that have a great sound quality. Their wired connection is versatile and can be used with all platforms, which is ...","Okay for mixed usage. The Logitech G635 are designed as gaming headphones, but they have a great audio reproduction that can be used for critical listening as well. The bulky design and poor isolation won’t be ideal to use for commuting or for sports, especially since they aren’t very stable. They don’t isolate much noise and can get a bit leaky as well, so using them at the office isn’t recommended either.",https://www.rtings.com/headphones/reviews/logitech/g635-gaming-headset,2019-04-18,2019-04-18 00:00:00,5.7,10,logitech/g635-gaming-headset,Logitech G635 Gaming Headset
https://i.rtings.com/images/reviews/headphones/mee-audio/x7/x7-design-medium.jpg,MEE audio X7 Wireless Review,Sam Vafaei,Portable and stable design.,Bulkier than most in-ears.,Headphones,The MEE Audio X7 are budget wireless in-ears with a decently comfortable fit but a piercing sound quality that won't be for everyone. They won't be the best head...,"The Mee X7 are best-used for sports, but they're versatile and compact enough to use as casual headphones that you can carry with you at all times. They have a decent audio reproduction although they may sound a bit too sharp for some. Unfortunately, they do not block a lot of noise so you may struggle a bit to hear what you're listening to in noisy environments or while commuting.",https://www.rtings.com/headphones/reviews/mee-audio/x7-wireless,2017-12-19,2017-12-19 00:00:00,6.7,10,mee-audio/x7-wireless,MEE audio X7 Wireless
https://i.rtings.com/images/reviews/headphones/logitech/g930/g930-design-medium.jpg,Logitech G930 Wireless Gaming Headset Review,Sam Vafaei,Above-average sound quality.,Subpar noise isolation.,Headphones,"The Logitech G930 are good gaming headphones with an above-average sound and low latency. They have a good microphone that filters a lot of noise, and they're fa...","The Logitech G930 are primarily a gaming headphone. They have an above average sound and low latency. They're a decent option for critical listening and great for watching movies. However, they do not block noise well and are not portable enough for commuting or sports. ",https://www.rtings.com/headphones/reviews/logitech/g930-wireless-gaming-headset,2018-09-05,2018-09-05 00:00:00,6.1,10,logitech/g930-wireless-gaming-headset,Logitech G930 Wireless Gaming Headset
https://i.rtings.com/images/reviews/headphones/logitech/g-pro/g-pro-design-medium.jpg,Logitech G Pro Gaming Headset Review,Marc Henney,Negligible latency.,Poor noise isolation.,Headphones,The Logitech G Pro is an above-average gaming headset with a casual design for most use cases. These headphones look almost identical to the G433 but with a slig...,"Mediocre for mixed usage but good for gaming and critical listening. Like the G433, the Logitech G Pro headset has a versatile design for more casual use than typical gaming headphones. They have a decent build quality and a well-balanced sound that should cater well to most music genres. Unfortunately, you can't customize it with the Logitech Gaming Software like the G433. On the upside, they have practically no latency since they are wired, which makes them a suitable option for gaming and watching movies but you will be limited by the range of their audio cable. Unfortunately, they won't be ideal for sports and for commuting since they're a bit unstable and have poor isolation.",https://www.rtings.com/headphones/reviews/logitech/g-pro-gaming-headset,2018-06-14,2018-06-14 00:00:00,6.2,10,logitech/g-pro-gaming-headset,Logitech G Pro Gaming Headset
https://i.rtings.com/images/reviews/headphones/logitech/g935/g935-design-medium.jpg,Logitech G935 Wireless Gaming Headset Review,Jean-Simon Bonneterre,Great audio reproduction.,Very bulky design.,Headphones,The Logitech G935 are good wireless gaming headphones that have great sound quality. They are the wireless variant of the Logitech G635 and they are very similar...,"Decent for mixed usage. The G935 have great audio reproduction and are a good option for critical listening thanks to their versatile sound profile. However, these over-ears are not breathable and their design is quite bulky, meaning they won’t be ideal for commuting and sports. They also practically don’t isolate any noise so they won’t be good for commuting. On the upside, they block a decent amount of work environment noise and can be used in an office. Their very low latency is also usable for watching TV content on consoles without any delay, and their microphone is decent for online games as well.",https://www.rtings.com/headphones/reviews/logitech/g935-wireless-gaming-headset,2019-04-19,2019-04-19 00:00:00,6.3,10,logitech/g935-wireless-gaming-headset,Logitech G935 Wireless Gaming Headset
https://i.rtings.com/images/reviews/headphones/logitech/g933/g933-design-medium.jpg,Logitech G933 Wireless Gaming Headset Review,Marc Henney,Good microphone quality.,Bulky design.,Headphones,"The Logitech G933 deliver on all the essentials that make a great gaming headphone. They have very low latency, a great mic, decent sound quality, and lots of cu...","The Logitech G933 are a good gaming headset that's also suitable for home theater. They have a good sound, low latency, a great mic, and lots of connection options. They also have a few features and accessories that set them apart from the competition, like programmable buttons and an RCA cable that makes them a bit more suitable for watching movies than other gaming headsets. Unfortunately, they are not the most practical to use outdoors, despite being packaged with a regular audio cable that will work with your phone. They do not block noise well they leak quite a bit, and they're bulky and cumbersome with a non-detachable mic.",https://www.rtings.com/headphones/reviews/logitech/g933-wireless-gaming-headset,2018-07-12,2018-07-12 00:00:00,6.3,10,logitech/g933-wireless-gaming-headset,Logitech G933 Wireless Gaming Headset
https://i.rtings.com/images/reviews/headphones/logitech/g-pro-x/g-pro-x-design-medium.jpg,Logitech G Pro X Gaming Headset Review,Jean-Simon Bonneterre,Very comfortable and sturdy design.,Sub-par noise isolation.,Headphones,The Logitech G Pro X is a good sounding gaming headset that has lots of customization options. It's one of the most comfortable and better-built gaming headsets ...,"Passable for mixed usage. These headphones are designed for gaming thanks to their very comfortable fit, good sound quality, and great microphone. However, while their mic is detachable and they come with a mobile-friendly in-line remote, their fit doesn’t isolate much ambient noise, meaning they won’t be ideal for public transit or at the office. They are also bulky over-ears and aren’t designed for sports. They’ll be fine for watching video content thanks to their wired connection, but this means your range will be limited and won’t be able to watch TV without an extension cable.",https://www.rtings.com/headphones/reviews/logitech/g-pro-x-gaming-headset,2019-08-13,2019-08-13 00:00:00,6.0,10,logitech/g-pro-x-gaming-headset,Logitech G Pro X Gaming Headset
https://i.rtings.com/images/reviews/headphones/logitech/g432/g432-design-medium.jpg,Logitech G432 Gaming Headset Review,Jean-Simon Bonneterre,Good audio reproduction.,Plasticky build quality.,Headphones,The Logitech G432 are straightforward wired gaming headphones with a great microphone for online games. They have a very good audio reproduction and they are com...,"Okay for mixed usage. These headphones will be suitable for critical listening, thanks to their good audio reproduction, and are designed for gaming thanks to their good microphone and app support. However, they barely isolate against ambient noise, which won’t be ideal for commuting or to use at the office. Also, their bulky design isn’t designed for sports, and they don’t have enough range to watch TV from your couch.",https://www.rtings.com/headphones/reviews/logitech/g432-gaming-headset,2019-05-10,2019-05-10 00:00:00,5.7,10,logitech/g432-gaming-headset,Logitech G432 Gaming Headset
https://i.rtings.com/images/articles/brands-shots/headphones/logitech/best-logitech-large.jpg,The 4 Best Logitech Headsets of 2020: Reviews,Nick Cheply,,,Headphones,The best wireless Logitech headset that we've tested to date is the Logitech G933 Wireless Gaming Headset. These headphones are quite comfortable thanks to their spacious ear cups with breathable pads.,,https://www.rtings.com/headphones/reviews/logitech,2020-02-20,2020-02-20 00:00:00,6.3,10,logitech,The 4 Best Logitech Headsets of 2020:s
https://i.rtings.com/images/reviews/headphones/koss/qz900/qz900-design-medium.jpg,Koss QZ900 Review,Sam Vafaei,Lightweight and comfortable.,Poor in-line control options.,Headphones,"The Koss QZ900 are comfortable mid-tier heaphones that deliver decent noise isolation and passable but bass-heavy audio reproduction. However, the all-plastic bu...",The QZ900 do well as everyday casual headphones. They lack a little isolation for loud environments but perform decently well under other test cases. Sadly their sound quality is not the best.,https://www.rtings.com/headphones/reviews/koss/qz900,2016-02-29,2016-02-29 00:00:00,5.8,10,koss/qz900,Koss QZ900
https://i.rtings.com/images/reviews/headphones/koss/ksc75/ksc75-design-medium.jpg,Koss KSC75 Review,Sam Vafaei,Above-average sound quality.,"Poor noise isolation, by design.",Headphones,The Koss KSC75 are budget on-ear headphones with a stable ear-hook design. They're compact and will easily fit into your pockets. They also have an open design a...,"The KSC75 like the Koss Porta Pros are not the most versatile headphones. They're flimsy and lacking in features. They also don't isolate much and leak due to their open design. However, they produce a decently balanced sound that lacks a little bass but should be good enough for most listeners. This makes them a decent option for critical listening but they might not be well-suited for other use cases.",https://www.rtings.com/headphones/reviews/koss/ksc75,2017-08-01,2017-08-01 00:00:00,5.3,10,koss/ksc75,Koss KSC75
https://i.rtings.com/images/reviews/headphones/koss/ur-20/ur-20-design-medium.jpg,Koss UR20 Review,Sam Vafaei,Comfortable.,Poor noise isolation.,Headphones,"The Koss UR-20 are below-average headphones that perform poorly in most of our test categories. They are moderately comfortable but have a weak, unexciting sound...","The Koss UR20 are not good as everyday headphones. They have a poor sound, poor isolation, and a cheap, fragile design. ",https://www.rtings.com/headphones/reviews/koss/ur20,2016-04-26,2016-04-26 00:00:00,5.3,10,koss/ur20,Koss UR20
https://i.rtings.com/images/reviews/headphones/koss/porta-pro/porta-pro-design-medium.jpg,Koss Porta Pro KTC Review,Sam Vafaei,Lightweight and comfortable design,"No isolation from ambient noise, by design.",Headphones,"The Koss Porta Pro KTC are decent sounding and portable on-ear headphones for critical listening and mixed usage. They're lightweight, comfortable, and have a co...","The Koss Porta Pro are not the most versatile headphones. They don't isolate much and leak due to their open design. They're also flimsy and lacking in features, however, they produce a well-balanced sound on par with much more expensive headphones. This makes them a good, budget recommendation for critical listening but they might not be well-suited for other use cases.",https://www.rtings.com/headphones/reviews/koss/porta-pro-ktc,2018-08-31,2018-08-31 00:00:00,5.8,10,koss/porta-pro-ktc,Koss Porta Pro KTC
https://i.rtings.com/images/reviews/headphones/koss/qzpro/qzpro-design-medium.jpg,Koss QZPro Review,Sam Vafaei,Doesn't leak much sound.,Unbalanced and poor audio reproduction.,Headphones,"The Koss QZPro are flawed headphones that fail at delivering decent audio reproduction or adequate noise isolation. They aren't comfortable, there are no satisfa...","The QZPro aren't good everyday headphones. They don't isolate well. They have a poor sound quality, and they're bulky and cumbersome, heavy and leaky for casual use.",https://www.rtings.com/headphones/reviews/koss/qzpro,2016-03-04,2016-03-04 00:00:00,5.4,10,koss/qzpro,Koss QZPro
https://i.rtings.com/images/reviews/headphones/kz/as-10/as-10-design-medium.jpg,KZ AS10 Review,Sam Vafaei,Decent sound quality.,Slightly bulky earbuds.,Headphones,The KZ AS10 are average mixed usage wired in-ears that look high-end and have a decent audio reproduction. They stand out with their transparent design and braid...,"Decent for mixed usage. The KZ AS-10 are comfortable in-ears that offer an average sound quality with good noise isolation, on top of very low leakage. They are suitable for various environments. They are portable in-ears that fit in your pockets or in a bag. Their flexible ear-hook design keeps the earbuds stable in your ears. Unfortunately, the variant we tested didn’t have any in-line features, but there is a variant with an in-line microphone and remote, without volume controls. ",https://www.rtings.com/headphones/reviews/kz/as10,2018-10-19,2018-10-19 00:00:00,6.0,10,kz/as10,KZ AS10
https://i.rtings.com/images/reviews/headphones/koss/porta-pro-wireless/porta-pro-wireless-design-medium.jpg,Koss Porta Pro Wireless Review,Sam Vafaei,Lightweight and comfortable design.,"No isolation from ambient noise, by design.",Headphones,The Koss Porta Pro Wireless are decent critical listening on-ears and an update to the classic Porta Pro design. They're practically identical except this model ...,"The Koss Porta Pro are average-at-best mixed usage headphones. They are best used for critical listening or sports thanks to their well-balanced sound and lightweight, open design. They look identical to the old model but have a much greater range since they are wireless. However, their wireless implementation feels a bit lazy and they're now Bluetooth-only headphones so you cannot reduce the latency when watching movies by using an audio cable.",https://www.rtings.com/headphones/reviews/koss/porta-pro-wireless,2018-05-10,2018-05-10 00:00:00,6.2,10,koss/porta-pro-wireless,Koss Porta Pro Wireless
https://i.rtings.com/images/reviews/headphones/kz/zs-10/zs-10-design-medium.jpg,KZ ZS10 Review,Sam Vafaei,Above-average sound quality.,Slightly bulky earbuds.,Headphones,The KZ ZS10 are decent mixed usage wired in-ears that look great and sound above-average with most tracks. They have a cool design that showcases the electronics...,"Decent for mixed usage. The KZ ZS10 have a fairly comfortable in-ear fit, above-average isolation, and low leakage, which makes them suitable for most environments. They're compact enough to carry on you at all times and they have a stable ear-hook design which makes them a decent choice for commuting, sports, and the office. Unfortunately, their short audio cable won't be ideal most home theater setups. Also, the lack of in-line controls and a mic is not ideal for gaming and is a bit limiting when commuting or running since you will have to change tracks directly on your phone.
",https://www.rtings.com/headphones/reviews/kz/zs10,2018-08-16,2018-08-16 00:00:00,6.5,10,kz/zs10,KZ ZS10
https://i.rtings.com/images/reviews/headphones/jaybird/x2/x2-design-medium.jpg,Jaybird X2 Wireless Review,Sam Vafaei,Excellent leakage perfomance.,The in-ear fit is uncomfortable for some.,Headphones,The Jaybird X2 are great sports headphones and a good choice for most use cases. They have a stable wireless design. a decent sound that unfortunately isn't as c...,"The Jaybird X2 are good sports headphones that do decently well for mixed usage. They passively block ambient noise better than some active noise canceling headphones we've tested. They're compact enough to fit into your pockets and they're easy to carry around on your person so you can have them on you at all times. Unfortunately, unlike the X3, you cannot EQ their sound quality. On the upside, they sound good enough for most listeners.",https://www.rtings.com/headphones/reviews/jaybird/x2-wireless,2018-06-28,2018-06-28 00:00:00,7.3,10,jaybird/x2-wireless,Jaybird X2 Wireless
https://i.rtings.com/images/reviews/headphones/kz/zsn/zsn-design-medium.jpg,KZ ZSN Review,Jean-Simon Bonneterre,Durable design.,The no in-line remote variant is a bit limited.,Headphones,"The KZ ZSN are okay mixed usage wired in-ears that have a great design, but their audio reproduction is a bit disappointing. They look similar to the KZ AS10 and...","Okay for mixed usage. These headphones aren’t ideal for critical listening as their frequency response is uneven, especially in the treble range. Their in-ear fit also doesn’t isolate much lower-end noises and won’t be great for commuting. On the upside, they are stable, portable and breathable, which is good for sports. They won’t be the best headphones to use in an office, but you won’t have to worry about battery life. They also don’t leak too much, which won’t bother surrounding colleagues. For watching TV and gaming, their cable and range is slightly short, and our unit doesn’t have a microphone for online games, but there is a model variant with one.",https://www.rtings.com/headphones/reviews/kz/zsn,2019-04-24,2019-04-24 00:00:00,5.7,10,kz/zsn,KZ ZSN
https://i.rtings.com/images/reviews/headphones/jaybird/freedom/freedom-design-medium.jpg,Jaybird Freedom F5 Wireless 2016 Review,Marc Henney,Great passive noise isolation.,The in-ear fit is uncomfortable for some.,Headphones,The Jaybird Freedom F5 are great sports headphones that have a more streamlined design than the X2 and X3. They're sufficiently stable for most workout routines ...,"The Jaybird Freedom's are decent headphones for everyday casual use. They have a sleek wireless design that's stable enough for working out and to use on your daily commute thanks to their high, passive noise isolation. Unfortunately, they're not as sturdy as the other Jaybird models and they have a relatively short battery life since using them with the charging clip makes them a bit unstable. ",https://www.rtings.com/headphones/reviews/jaybird/freedom-f5-wireless-2016,2018-02-28,2018-02-28 00:00:00,7.2,10,jaybird/freedom-f5-wireless-2016,Jaybird Freedom F5 Wireless 2016
https://i.rtings.com/images/reviews/headphones/jaybird/x3/x3-design-medium.jpg,Jaybird X3 Wireless Review,Marc Henney,Minimal leakage.,The in-ear fit is uncomfortable for some.,Headphones,"The Jaybird X3 are great sports headphones that are versatile enough for everyday casual use. They block a surprising amount of ambient noise, they're compact, s...","The Jaybird X3 are good for sports but perform well as everyday casual listening headphones. They block ambient noise surprisingly well despite being passively isolating, and they're easy to carry around on your person. Unfortunately, they do not have the best sound for more critical listeners, and the proprietary charging dongle can be a bit restrictive and slightly frustrating if you do not have it on you at all times.",https://www.rtings.com/headphones/reviews/jaybird/x3-wireless,2018-02-16,2018-02-16 00:00:00,7.1,10,jaybird/x3-wireless,Jaybird X3 Wireless
https://i.rtings.com/images/reviews/headphones/kz/zst/zst-design-medium.jpg,KZ ZST Review,Jean-Simon Bonneterre,Durable design.,The variant without an in-line remote is a bit limited.,Headphones,The KZ ZST are okay mixed usage wired in-ears. They have a passable sound quality but will be better suited for bass-heavy genres. They have a unique style and s...,"Passable for mixed usage. They have a decent audio reproduction but will be better suited for bass-heavy music. Their fit isolates a decent amount of ambient noise, but won’t do much against the deep rumble of engines, meaning they won’t be the best option for commuting. On the upside, they are very stable and breathable, which is great for sports. However, their wired design won’t be as convenient at the office, although you won’t have to manage battery life. These headphones won’t be good for watching TV as you don’t have much range with their cable and they don’t have a microphone for online gaming.",https://www.rtings.com/headphones/reviews/kz/zst,2019-05-07,2019-05-07 00:00:00,5.6,10,kz/zst,KZ ZST
https://i.rtings.com/images/reviews/headphones/jaybird/run/run-design-medium.jpg,Jaybird Run Truly Wireless Review,Marc Henney,Compact and stable sports design.,High latency not suitable for videos.,Headphones,"The Jaybird Run are great truly wireless sports headphones, decent enough for most use cases. They have a stable and compact in-ear design that stays put thanks ...","The Jaybird Run Wireless are decent truly wireless headphones for mixed usage. They're particularly ideal for sports. They're sufficiently comfortable for an in-ear design and isolate enough for commuting and loud environments. They're incredibly stable and breathable which makes them suitable for running and working out. Unfortunately, they have too much latency for gaming and watching movies and pairing can be somewhat of a hassle at times. They have a decent sound but can be a bit too sharp for more critical listeners.",https://www.rtings.com/headphones/reviews/jaybird/run-truly-wireless,2018-08-08,2018-08-08 00:00:00,7.1,10,jaybird/run-truly-wireless,Jaybird Run Truly Wireless
https://i.rtings.com/images/reviews/headphones/klipsch/t5-true-wireless/t5-true-wireless-design-medium.jpg,Klipsch T5 True Wireless Review,Jake Thauvette,Great looking charging case.,Sub-par microphone performance.,Headphones,The Klipsch T5  are unique-looking truly wireless headphones that have a weirdly long stalk that enters your ear canal. They might not be the most comfortable he...,"Just okay for mixed usage. These headphones have a very long stalk design that enters the ear quite deeply, which isn't the most comfortable to wear for long periods of time. They also have an exciting, V-shaped sound profile if you get a good fit, which won't satisfy critical listeners who are looking for a neutral sound. They're also only rated IPX4, which isn't that great for sports. They can have decent isolation performance with a good fit and their 8-hour battery life on a single charge is what makes them stand apart.",https://www.rtings.com/headphones/reviews/klipsch/t5-true-wireless,2019-12-02,2019-12-02 00:00:00,6.4,10,klipsch/t5-true-wireless,Klipsch T5 True Wireless
https://i.rtings.com/images/reviews/tv/vizio/p-series-2016/p-series-2016-design-medium.jpg,"Vizio P Series 2016 Review (P50-C1, P55-C1, P65-C1, P75-C1)",Jean-Francois Lize,"Great picture quality, especially for movies",Sub-par upscaling of lower resolutions,TV,The Vizio P Series 2016 has one of the best picture quality we have seen. It really shines in a dark room. It isn't OLED and it won't please everyone - especiall...,"Great TV for a range of usages. Picture quality is excellent, and excels in a dark room. Great motion handling for sports or video games. Unfortunately the image deteriorates quickly when viewed from the side.",https://www.rtings.com/tv/reviews/vizio/p-series-2016,2016-04-09,2016-04-09 00:00:00,8.1,10,vizio/p-series-2016,"Vizio P Series 2016 (P50-C1, P55-C1, P65-C1, P75-C1)"
https://i.rtings.com/images/reviews/tv/vizio/m-series-2016/m-series-2016-design-medium.jpg,"Vizio M Series 2016 Review (M50-D1, M55-D0, M60-D1, M65-D0, M70-D3, M80-D3)",Daniel O'Keeffe,"Great picture quality, especially for watching movies in a dark room",Picture quality degrades from the side,TV,"The Vizio M Series 2016 LED TV provides great picture quality and overall performance, excelling in motion performance for watching sports or playing video games...",Good all-round TV. Excels in dark scene performance thanks to great picture quality. Great motion for sports and low input lag for video games.,https://www.rtings.com/tv/reviews/vizio/m-series-2016,2016-07-15,2016-07-15 00:00:00,7.9,10,vizio/m-series-2016,"Vizio M Series 2016 (M50-D1, M55-D0, M60-D1, M65-D0, M70-D3, M80-D3)"
https://i.rtings.com/images/reviews/tv/vizio/e-series-2017/e-series-2017-design-medium.jpg,"Vizio E Series 2017 Review (E43-E2, E50-E1, E55-E1, E60-E3, E65-E1, E70-E3, E75-E3, E80-E3)",Daniel O'Keeffe,Blacks are very deep and almost perfectly uniform,Image quality degrades quickly at an angle,TV,"The Vizio E Series 2017 is a good 4k LED TV that produces a decent picture quality. Blacks are deep and uniform, and motion is better than average. Unfortunately...","The Vizio E is a good TV for most usages. Picture quality is good in a dark room and motion is great. It's picture quality degrades rapidly at an angle though, and it can't get bright enough for some situations.",https://www.rtings.com/tv/reviews/vizio/e-series-2017,2017-04-21,2017-04-21 00:00:00,7.2,10,vizio/e-series-2017,"Vizio E Series 2017 (E43-E2, E50-E1, E55-E1, E60-E3, E65-E1, E70-E3, E75-E3, E80-E3)"
https://i.rtings.com/images/reviews/tv/vizio/e-series-1080p-2016/e-series-1080p-2016-design-medium.jpg,"Vizio E Series 1080p 2016 Review (E32-D1, E40-D0, E43-D2, E48-D0, E55-D0)",Daniel O'Keeffe,Handles motion well,Picture quality degrades when viewed at a slight angle,TV,"The Vizio E Series 1080p 2016 is an entry level TV, lacking many of the features found in higher end models. It has below average picture quality, but handles mo...","Below average for a range of usages. Picture quality is below average, and degrades a lot when viewed at a slight angle. Has uniformity issues.",https://www.rtings.com/tv/reviews/vizio/e-series-1080p-2016,2016-08-12,2016-08-12 00:00:00,6.4,10,vizio/e-series-1080p-2016,"Vizio E Series 1080p 2016 (E32-D1, E40-D0, E43-D2, E48-D0, E55-D0)"
https://i.rtings.com/images/reviews/tv/vizio/m-series-2017/m-series-2017-design-medium.jpg,"Vizio M Series XLED 2017 Review (M50-E1, M55-E0, M65-E0, M70-E3, M75-E1)",Daniel O'Keeffe,Great blacks,Image quality deteriorates at an angle,TV,"The Vizio M Series 2017 is a good 4k UHD LED TV that works best in a dark room. It produces deep and uniform blacks, and its great handling of motion and good in...","The M Series 2017 is a good TV for a mixed usage. It has good picture quality in a dark room, good handling of motion and features a nice set of HDR related features.",https://www.rtings.com/tv/reviews/vizio/m-series-xled-2017,2017-06-09,2017-06-09 00:00:00,7.4,10,vizio/m-series-xled-2017,"Vizio M Series XLED 2017 (M50-E1, M55-E0, M65-E0, M70-E3, M75-E1)"
https://i.rtings.com/images/reviews/tv/vizio/e-series-4k-2016/e-series-4k-2016-design-medium.jpg,"Vizio E Series 4k 2016 Review (E43u-D2, E48u-D0, E50u-D2, E55u-D0, E55u-D2, E60u-D3, E65u-D3, E70u-D3)",Daniel O'Keeffe,Good contrast ratio and uniform blacks,Picture quickly deteriorates when viewed from the side,TV,The Vizio E Series 4k 2016 that we reviewed has a average picture quality for a 4k UHD TV. It has a lot of blur on fast action movements and its picture quality ...,"Average TV for mixed usage. Picture quality is OK, but lots of problems with fast movement. Gray uniformity is average. Only movies appear quite good.",https://www.rtings.com/tv/reviews/vizio/e-series-4k-2016,2016-06-15,2016-06-15 00:00:00,6.9,10,vizio/e-series-4k-2016,"Vizio E Series 4k 2016 (E43u-D2, E48u-D0, E50u-D2, E55u-D0, E55u-D2, E60u-D3, E65u-D3, E70u-D3)"
