Title,PIC,Date,Summary,Date Format,Product_Name,Source_internal_id,OCN,URL,Author,Rating,Scale
Patriot Viper Steel 2x 16GB DDR4-3200 C16 Kit: Disruptive Value,https://cdn.mos.cms.futurecdn.net/SshuiiiPPFEcKNiyQowvPU-1200-80.jpg,2019-05-28,"Just when we thought we’d found the ultimate value in a 32GB dual-channel performance kit, Patriot stepped in to deliver low-priced RAM excellence.",2019-05-28 00:00:00,Patriot Viper Steel 2x 16GB DDR4-3200 C16 Kit: Disruptive Value,FnrF5GczcgRT55NGmX8UJP,DDR4,"https://www.tomshardware.com/uk/reviews/patriot-viper-steel-dram-2x-16gb-ddr4-3200-c16,6140.html",Thomas Soderstrom,4.5,5
SilverStone ST1000-PTS Power Supply Review: Downsizing To The Extreme,https://cdn.mos.cms.futurecdn.net/rvJx7p6UAyLLYA8u8UtmmG-1200-80.jpg,2019-05-29,"The SilverStone ST1000-PTS has 554W per liter power density, thanks to its 1kW capacity and the compact dimensions. Is it a good option for $254 (£195)?",2019-05-29 00:00:00,SilverStone ST1000-PTS Power Supply,e57FhZVAhwUKqy3jCSnG6o,Components,"https://www.tomshardware.com/uk/reviews/silverstone-st1000-pts-power-supply,6087.html",Aris Mpitziopoulos,3,5
Alienware m15 (OLED) Gaming Laptop Review: Most Vibrant Screen We've Seen,https://cdn.mos.cms.futurecdn.net/n5X7JHTGdSB73m5XofTVkn-1200-80.jpg,2019-05-24,The Alienware m15's optional OLED panel literally changes the game with its eye-popping colors.,2019-05-24 00:00:00,Alienware m15 (OLED) Gaming Laptop,zBx5MPBoJ9a2W9eZ7QcRfa,Alienware,"https://www.tomshardware.com/uk/reviews/alienware-m15-oled,6147.html",Avram Piltch,4,5
Fractal Design Define S2 Vision Case Review: Excellence at a Cost,https://cdn.mos.cms.futurecdn.net/QJwB6srqgwGmAW26iyMqq-1200-80.jpg,2019-05-17,"It’s expensive, but Fractal Design's Define S2 Vision has everything an enthusiast could want, including stellar performance and ARGB options aplenty.",2019-05-17 00:00:00,Fractal Design Define S2 Vision Case,fGFqamXzfDmMKarqgZFZyD,Cases,"https://www.tomshardware.com/uk/reviews/fractal-design-define-s2-vision-case,6135.html",Steven Lynch,4.5,5
Corsair Glaive RGB Pro Gaming Mouse Review: Get a Grip (or Three),https://cdn.mos.cms.futurecdn.net/HG4WdCouNumg2W5ibsbskU-1200-80.jpg,2019-04-25,"The Corsair Glaive RGB Pro doesn’t come cheap and lacks the ability to adjust its weight, but it offers an overall great user experience and swappable side grips.
",2019-04-25 00:00:00,Corsair Glaive RGB Pro Gaming Mouse,ietdMeTQzusU65iwFSHaJ7,Corsair,"https://www.tomshardware.com/uk/reviews/corsair-glaive-rgb-pro-gaming-mouse,6099.html",Zak Storey,4,5
Corsair RM850 Power Supply Review: A Solid Value,https://cdn.mos.cms.futurecdn.net/sPykjS47N8DAHrMgzUrW3n-1200-80.jpg,2019-05-28,"The Corsair RM850 power supply is a more affordable version of the highly successful RM850x, featuring good performance and silent operation.",2019-05-28 00:00:00,Corsair RM850 Power Supply,ZoBdYFosD2FFRbSDMmNGPV,Components,"https://www.tomshardware.com/uk/reviews/corsair-rm850-power-supply,6127.html",Aris Mpitziopoulos,3.5,5
Apexgaming X-Mars Junior Case Review,https://cdn.mos.cms.futurecdn.net/ug6PSGoUXhn3eY9N2eSgBk-1200-80.jpg,2019-04-28,"Apexgaming assures us that the X-Mars Junior has all the features a modern high-end PC requires. Sporting a premium price tag of $190 (£146.20), can this chassis check all the right boxes to earn our approval?",2019-04-28 00:00:00,Apexgaming X-Mars Junior Case Review,mHApF8XLeZKdXuNjcu3bEg,Review,"https://www.tomshardware.com/uk/reviews/apexgaming-x_mars-junior-case,6102.html",Steven Lynch,3.5,5
ASRock X399 Phantom Gaming 6 Review: A Low(er)-Priced Gateway to X399,https://cdn.mos.cms.futurecdn.net/ogxL843XGdpFZ53kShwnMX-1200-80.jpg,2019-04-29,"If you're thinking about joining the high-core-count club, but $300-plus board prices have scared you off, ASRock’s $240 Phantom Gaming 6 may lure you back.",2019-04-29 00:00:00,ASRock X399 Phantom Gaming 6,9F4JKg4aJ5djm3Hzzk9Xb8,AMD,"https://www.tomshardware.com/uk/reviews/asrock-x399-phantom-gaming-6-amd-threadripper-motherboard,6084.html",Jacob Terkelsen,4,5
Cooler Master MasterBox Q500L ATX Mini-Tower Review,https://cdn.mos.cms.futurecdn.net/xJ7ZvZkc63tVLNkd6BKcgH-1200-80.jpg,2019-04-29,"Can Cooler Master’s compact, budget-priced Q500L deliver full-ATX excellence in a case that’s just 15 inches square?",2019-04-29 00:00:00,Cooler Master MasterBox Q500L ATX Mini-Tower Review,K5kZyA5HZphTSmPjbKPHvZ,Cases,"https://www.tomshardware.com/uk/reviews/cooler_master-masterbox-q500l-case,6106.html",Steven Lynch,4,5
Oculus Quest Review: VR Just Ditched the PC,https://cdn.mos.cms.futurecdn.net/Q4CXrJ6NjgpZdkgDaCjs5U-1200-80.jpg,2019-04-30,"The Oculus Quest could be the device that turns the VR market around and attracts the masses. It’s basically a game console built into a headset, done right.",2019-04-30 00:00:00,Oculus Quest,5aHvceaecXtCLxUjD2ifL4,Oculus,"https://www.tomshardware.com/uk/reviews/oculus-quest-standalone-vr-system,6110.html",Kevin Carbotte,4.5,5
Lenovo ThinkPad L390 Yoga Review: Business Basics,https://cdn.mos.cms.futurecdn.net/ohYjkxR7TU2nfV9aMNGib6-1200-80.jpg,2019-05-01,"Lenovo’s ThinkPad L390 Yoga is a capable, but not powerful, 2-in-1 aimed at businesses.",2019-05-01 00:00:00,Lenovo ThinkPad L390 Yoga,4nkUFU4oeXwDVBjsNsSJW9,Laptops,"https://www.tomshardware.com/uk/reviews/lenovo-thinkpad-l390-yoga,6112.html",Andrew E. Freedman,3.5,5
Z390 on the Cheap: Overclocking a Core i5 With Three Budget Boards,https://cdn.mos.cms.futurecdn.net/Em8ChN5qnAJpSMivvprGHm-1200-80.jpg,2019-05-02,"As cheap boards struggled to support Intel’s power-hungry ~$500 Core i9-9900K, budget builders and product designers wanted to know what would happen if a reasonably-priced CPU was used instead. We found out!",2019-05-02 00:00:00,Z390 on the Cheap: Overclocking a Core i5 With Three Budget Boards,mMCK6Wnvy6kbYbn6sN8jvU,Intel,"https://www.tomshardware.com/uk/reviews/cheap-z390-motherboards-compared,6090.html",Thomas Soderstrom,4,5
"Intel Cascade Lake Xeon Platinum 8280, 8268, and Gold 6230 Review: Taking The Fight to EPYC",https://cdn.mos.cms.futurecdn.net/Mpr4Mr33vA5xJTY6sHEcLP-1200-80.jpg,2019-04-26,Intel's Cascade Lake wades into market against AMD's EPYC lineup. ,2019-04-26 00:00:00,"Intel Cascade Lake Xeon Platinum 8280, 8268, and Gold 6230",FT6vwQWuxAh9jEwirVYQr7,CPUs,"https://www.tomshardware.com/uk/reviews/intel-cascade-lake-xeon-platinum-8280-8268-gold-6230-amd-epyc,6058.html",Paul Alcorn,4,5
Antec P101 Silent Case Review: Old-School Cool (and Quiet),https://cdn.mos.cms.futurecdn.net/siikGMVoss3yh4SdVEbrEo-1200-80.jpg,2019-05-05,"If you are in the market for a chassis with a minimalistic yet elegant design with a concealed external bay for an optical drive (or front-panel devices ), Antec says the P101 Silent is the case for you. ",2019-05-05 00:00:00,Antec P101 Silent Case,ApCdTseWSieNSd5N4VLLz,Review,"https://www.tomshardware.com/uk/reviews/antec-p101-silent-case,6114.html",Steven Lynch,4,5
Enermax MaxRevo 1800W Power Supply Review: Big Wattage and Noise to Match,https://cdn.mos.cms.futurecdn.net/6JPsErdTSKptKEAAyceCKJ-1200-80.jpg,2019-05-06,"This PSU behemoth delivers up to 1800W of power with 230V input, but is it worth the hefty price tag?",2019-05-06 00:00:00,Enermax MaxRevo 1800W Power Supply,5bQ3yxVDTZ8E3bfvYFJYDY,Components,"https://www.tomshardware.com/uk/reviews/enermax-maxrevo-1800w-psu,6070.html",Aris Mpitziopoulos,3,5
Cooler Master SK621 Mechanical Keyboard Review: Travel-Friendly Typer,https://cdn.mos.cms.futurecdn.net/q3ww2mEtTfnfKzAfqK96EH-1200-80.png,2019-05-07,Cooler Master’s tiny (60%) is as travel-friendly as mechanicals get. But its layout will take some getting used to.,2019-05-07 00:00:00,Cooler Master SK621 Mechanical Keyboard,JNjts8gPxoHVY3368xDs2W,Cooler Master,"https://www.tomshardware.com/uk/reviews/cooler_master-sk621-review,6120.html",Matt Safford,3.5,5
HyperX Predator RGB 2x16GB DDR4-3200 Review: A 32GB Dual-Stick Value,https://cdn.mos.cms.futurecdn.net/G9U6rXVj6ELd3uyU2r4UHX-1200-80.jpg,2019-05-03,"32GB helps maintain program performance when multitasking, but some boards don’t have enough slots for a 4x 8GB kit. Kingston shows us a two-DIMM solution.",2019-05-03 00:00:00,HyperX Predator RGB 2x16GB DDR4-3200,J4wZwJcKo4Sv7FeMEcpJdD,DDR4,"https://www.tomshardware.com/uk/reviews/hyperx-predator-rgb-2x16gb-ddr4-3200,6111.html",Thomas Soderstrom,4,5
Gigabyte GeForce GTX 1660 Ti Gaming OC 6G Review: Mid-Range Turing Goes Premium,https://cdn.mos.cms.futurecdn.net/v68MQZt6to7mmDVYKBqjZG-1200-80.jpg,2019-05-09,"Gigabyte's GeForce GTX 1660 Ti Gaming OC 6G takes an Nvidia TU116 processor, gives it a 200W power limit, and tops the chip with an over-built cooler for quiet operation at low temperatures. Is the marginally marked-up board worth an upgrade?",2019-05-09 00:00:00,Gigabyte GeForce GTX 1660 Ti Gaming OC 6G,q3ze9teorFSi75gXnCLxtn,Gigabyte,"https://www.tomshardware.com/uk/reviews/gigabyte-geforce-gtx-1660-ti-gaming-oc-6g-turing,6118.html",Chris Angelini,3.5,5
Sphero Bolt Review: Can This Robot Ball Teach Code?,https://cdn.mos.cms.futurecdn.net/VUGHsgXjrzXJ75CqS93Lrc-1200-80.jpg,2019-05-04,Sphero Bolt is a STEM toy robot that teaches programming by block-based coding or JavaScript. Its Sphero Edu app is helpful but works better in the classroom.,2019-05-04 00:00:00,Sphero Bolt,S2E3aNqxJHoih6AUmJ9KMG,Robots,"https://www.tomshardware.com/uk/reviews/sphero-bolt-stem-robot-toy,6113.html",Scharon Harding,3.5,5
Corsair VS450 Power Supply Review: Affordable and Reliable,https://cdn.mos.cms.futurecdn.net/NQhbSY6cbju7ofWwNFkAYi-1200-80.jpg,2019-05-12,Is a super budget PSU like the Corsair VS450 good enough for a system that has low power requirements? Is it reliable enough?,2019-05-12 00:00:00,Corsair VS450 Power Supply,TQmHiWjnZGALT3G65xMkiN,Components,"https://www.tomshardware.com/uk/reviews/corsair-vs450-power-supply,6076.html",Aris Mpitziopoulos,3,5
be quiet! Dark Rock Pro TR4 Review: Threadripping in Stealth Mode,https://cdn.mos.cms.futurecdn.net/ehapC7GnsGrNPWnjtFxVMJ-1200-80.jpg,2019-05-14,"Threadripper joins the Dark side: The be quiet! Dark Rock Pro TR4 is a quiet, impressive contender in the Threadripper cooling arms race.",2019-05-14 00:00:00,be quiet! Dark Rock Pro TR4,pZsKVfgafJv4zVNiVeMwdT,AMD,"https://www.tomshardware.com/uk/reviews/be-quiet-dark-rock-pro-tr4-cpu-cooler,6126.html",Garrett Carver,4,5
"Gigabyte GeForce RTX 2060 Gaming OC Pro 6G Review: More Power, More MHz",https://cdn.mos.cms.futurecdn.net/A7gRa67a8pZD6Mm5PueeAk-1200-80.jpg,2019-04-01,"Gigabyte's GeForce RTX 2060 Gaming OC Pro 6G benefits from a higher power limit than Nvidia's reference specification, which in turn yields higher clock rates. But it still runs cool and quiet thanks to a beefy Windforce 3X thermal solution.",2019-04-01 00:00:00,Gigabyte GeForce RTX 2060 Gaming OC Pro 6G,KbNuVMeLKMfZ6PVe7Az3uY,Gigabyte,"https://www.tomshardware.com/uk/reviews/gigabyte-geforce-rtx-2060-gaming-oc-pro-6g,6053.html",Chris Angelini,4,5
ASRock DeskMini A300 Review: STX Meets AM4,https://cdn.mos.cms.futurecdn.net/U7d3kPapsymCvycf9BzSvc-1200-80.jpg,2019-05-13,"The A300 adds AMD’s AM4 CPU socket support to ASRock’s DeskMini portfolio, complete with its enhanced onboard graphics and fast DDR4 support. ",2019-05-13 00:00:00,ASRock DeskMini A300,KzioynsKyTn9VgARAxd7ef,ASrock,"https://www.tomshardware.com/uk/reviews/asrock-deskmini-a300-pc-barebones,6109.html",Thomas Soderstrom,3,5
Cooler Master Wraith Ripper TR4 Cooler Review: Pretty but Pricey,https://cdn.mos.cms.futurecdn.net/NybnJDxkEK4iZLtZ4wUH88-1200-80.jpg,2019-04-03,"Does the Wraith Ripper repay its high price and weight with high performance for Threadripper owners, or should they stick with liquid cooling alternatives?",2019-04-03 00:00:00,Cooler Master Wraith Ripper TR4 Cooler,qqt9yuxAFfDMaMyieJZmAH,AMD,"https://www.tomshardware.com/uk/reviews/cooler-master-wraith-ripper-amd-tr4-cooler,6057.html",Garrett Carver,3.5,5
GJS Geio Battle Robot Review: AR for a Sticky Price,https://cdn.mos.cms.futurecdn.net/wy3u4X9evYzgLjGBWCL8Um-1200-80.jpg,2019-04-04,"The Geio robot has its own companion app boasting many games, including ones with object recognition for power-ups and a camera for first-person shooter views. ",2019-04-04 00:00:00,GJS Geio Battle Robot,MExv8jwfr39pPchbGoDfXA,Augmented Reality,"https://www.tomshardware.com/uk/reviews/gjs-geio-robot-robotics-toy-games-ar,6063.html",Scharon Harding,3,5
be quiet! System Power U9 500W PSU Review: Affordable and Quiet,https://cdn.mos.cms.futurecdn.net/BPukSVagSHUWZ6C3RYqB8d-1200-80.jpg,2019-04-05,The be quiet! System Power U9 models are highly affordable. What about their performance though and are they quiet enough to carry on this brand's tradition?,2019-04-05 00:00:00,be quiet! System Power U9 500W PSU,HkZ3pfRddrGbQVBJL9jsfT,Components,"https://www.tomshardware.com/uk/reviews/be-quiet-system-power-u9-500w-psu,6035.html",Aris Mpitziopoulos,3,5
"Philips 326E8FJSB Monitor Review: Jumbo Screen, Beer and Pizza Price",https://cdn.mos.cms.futurecdn.net/PRwimPDM4ZARV8iWAeiN3R-1200-80.jpg,2019-04-06,"We’re checking out one of the least expensive 32-inch monitors available – Philips 326E8FJSB, a VA panel with FreeSync up to 75Hz",2019-04-06 00:00:00,Philips 326E8FJSB Monitor,YjXZ7Y9ZzipyChuftbhbCo,Monitors,"https://www.tomshardware.com/uk/reviews/philips-326e8fjsb-monitor,6066.html",Christian Eberle,4.5,5
Asus X470 Crosshair VII Hero (Wi-Fi) Motherboard Review: High-Priced Excellence,https://cdn.mos.cms.futurecdn.net/5AkWEL8Xgmh6PshAgNYVgE-1200-80.jpg,2019-04-07,The Asus X470 Crosshair VII pretty much defines of a top-tier board on AMD’s AM4 platform. But is the cost justified as competitors offer similar boards?,2019-04-07 00:00:00,Asus X470 Crosshair VII Hero (Wi-Fi) Motherboard,tm9qNqAenNKsSDSQwTxZTM,AMD,"https://www.tomshardware.com/uk/reviews/asus-x470-crosshair-vii-hero-amd-am4-motherboard,6055.html",Jacob Terkelsen,4,5
Biostar Racing B450GT3 Micro ATX Motherboard Review: Giant Value,https://cdn.mos.cms.futurecdn.net/ebWKsY5bwTpm3KShs7ttxJ-1200-80.jpg,2019-04-02,Biostar’s new B450 board sometimes costs nearly as much as its X470 counterpart. Is stepping down to the lesser chipset worth the savings?,2019-04-02 00:00:00,Biostar Racing B450GT3 Micro ATX Motherboard,EBgG3YSYtWGYevPZnZqss,AMD,"https://www.tomshardware.com/uk/reviews/biostar-racing-b450gt3-micro-atx-motherboard,6052.html",Thomas Soderstrom,4,5
Maingear Vybe 2019 (Stage 4) Gaming Desktop Review: Quiet and Quick-Shipping,https://cdn.mos.cms.futurecdn.net/BJvpsWZwXHGXPSYQs8esN8-1200-80.jpg,2019-04-09,"Maingear's latest Vybe runs quiet and looks understated (for a gaming desktop). But the case could be nicer--especially in the $2,499 quick-ship configuration.",2019-04-09 00:00:00,Maingear Vybe 2019 (Stage 4) Gaming Desktop,SWaGjMBUtrNjjiyHPfW8Q9,Desktops,"https://www.tomshardware.com/uk/reviews/maingear-vybe-stage_4-desktop,6071.html",Matt Safford,4,5
SilverStone ST1200-PTS PSU Review: Compact But Powerful,https://cdn.mos.cms.futurecdn.net/cnodv2YHf3yjVDAyMcKzvV-1200-80.jpg,2019-04-10,"The ST1200-PTS is the smallest, in dimensions, 1200W power supply that money can buy today, but can its compact dimensions affect the overall performance?",2019-04-10 00:00:00,SilverStone ST1200-PTS PSU,98YSqb7JYqkJ9EJrr3QtYb,Components,"https://www.tomshardware.com/uk/reviews/silverstone-st1200-pts-1200w-psu,6026.html",Aris Mpitziopoulos,3.5,5
Gigabyte Z390 Gaming SLI Motherboard Review: Dollar Stretcher,https://cdn.mos.cms.futurecdn.net/S6PwcpScmMfy8K7AWbJCQY-1200-80.jpg,2019-04-11,Gigabyte decided to fully support Intel’s top LGA 1151 processor even in its cheapest Z390 boards. Does the Gaming SLI deliver?,2019-04-11 00:00:00,Gigabyte Z390 Gaming SLI Motherboard,F6zNEPu56LjvszLRtyYGbj,Gigabyte,"https://www.tomshardware.com/uk/reviews/gigabyte-z390-gaming-sli-motherboard,6073.html",Thomas Soderstrom,4,5
"Seasonic Focus SGX 650W SFX-L PSU Review: Reliable Power, Tiny Form Factor",https://cdn.mos.cms.futurecdn.net/NH7rJ696HR5TwxgjVdcM7a-1200-80.jpg,2019-04-13,"Small and powerful, the Seasonic SSR-650SGX achieves good performance and backs it up with a long warranty and plenty of features.",2019-04-13 00:00:00,Seasonic Focus SGX 650W SFX-L PSU,QRTffhjV3tE8ktZxRauDDb,Components,"https://www.tomshardware.com/uk/reviews/seasonic-focus-sgx-650w-sfx-l-psu,6045.html",Aris Mpitziopoulos,3.5,5
Corsair Crystal Series 680X RGB Case Review: Bigger and Better,https://cdn.mos.cms.futurecdn.net/C9WqkE5ib5nyTMgaS9T3tm-1200-80.jpg,2019-04-16,"If glass side panels, loads of RGB fans and dual-chambered design sound appealing, the Crystal Series 680X RGB might be for you--if you can take the high price.",2019-04-16 00:00:00,Corsair Crystal Series 680X RGB Case,KvziyBmEdmab2cpX4ZRHtH,Cases,"https://www.tomshardware.com/uk/reviews/corsair-crystal-series-680x-rgb-case,6078.html",Steven Lynch,4.5,5
Acer Nitro XV273K Gaming Monitor Review: 4K at 144Hz Gets Cheaper,https://cdn.mos.cms.futurecdn.net/ZEnNAyZpnMWQswXUwoqDyT-1200-80.jpg,2019-04-17,"The Acer Nitro XV273K makes a few compromises to get its price under $1,000. But it still offers fantastic 4K gaming at 144Hz, along with the ability to connect to both FreeSync and G-Sync systems.",2019-04-17 00:00:00,Acer Nitro XV273K Gaming Monitor,Wjh6JbwJYKUKB6KcF6woGj,Acer,"https://www.tomshardware.com/uk/reviews/acer-nitro-xv273k-gaming-monitor,6069.html",Christian Eberle,4,5
Corsair VS650 Power Supply Review: Affordable Yet Capable,https://cdn.mos.cms.futurecdn.net/4p9D35SyDwD58C49ewjL7c-1200-80.jpg,2019-04-18,The Corsair VS650 is a highly affordable power supply suitable for mainstream systems with modest needs.,2019-04-18 00:00:00,Corsair VS650 Power Supply,BsH4Hd2vnKhfJjvwvQ6F8c,Components,"https://www.tomshardware.com/uk/reviews/corsair-vs650-psu,6017.html",Aris Mpitziopoulos,3,5
MSI MPG Z390M Gaming Edge: A Mid-Sized Value,https://cdn.mos.cms.futurecdn.net/iJZ89PGJ3VDNYaWSKYRRVg-1200-80.jpg,2019-03-09,Micro ATX fixes the compromises of Mini ITX but with only half of the space savings. Does the MPG Z390M Gaming Edge make good use of that extra space?,2019-03-09 00:00:00,MSI MPG Z390M Gaming Edge: A Mid-Sized Value,AgRMy8p8yN2ZnuibkPm6UV,Intel,"https://www.tomshardware.com/uk/reviews/msi-mpg-z390-gaming-edge-ac-micro-atx-motherboard,6005.html",Thomas Soderstrom,4,5
Corsair AX850 PSU Review: Top Performer and Dead Silent,https://cdn.mos.cms.futurecdn.net/Kmpn4f93dVbta9kWhFYZNJ-1200-80.jpg,2019-03-10,"The Corsair AX850 achieves top performance and it is reasonable priced, given its features. It surely is a worthy competitor to the digital AX860i.",2019-03-10 00:00:00,Corsair AX850 PSU,zMogqtGsvmouHwzXB4JXz3,Components,"https://www.tomshardware.com/uk/reviews/corsair-ax850-psu,5986.html",Aris Mpitziopoulos,4.5,5
ASRock Phantom Gaming X Radeon RX590 8G OC Review,https://cdn.mos.cms.futurecdn.net/uQrDzgbhNc6TAduNCFujQc-1200-80.jpg,2019-03-11,ASRock's Phantom Gaming X Radeon RX590 8G OC is the least expensive Radeon RX 590 available. But the even cheaper Radeon RX 580 and faster GeForce GTX 1660 Ti are compelling alternatives.,2019-03-11 00:00:00,ASRock Phantom Gaming X Radeon RX590 8G OC Review,LNgAJA3sdUEj7HqQuYHQcf,ASrock,"https://www.tomshardware.com/uk/reviews/asrock-phantom-gaming-x-radeon-rx-590,6021.html",Chris Angelini,3,5
MyDigitalSSD M2X NVMe Enclosure Review: Put NVMe in Your Pocket,https://cdn.mos.cms.futurecdn.net/zAzaeZiN6aeCFhdpZkCmXS-1200-80.jpg,2019-03-12,"MyDigitalSSD's new MX2 enclosure unleashes the NVMe beast with the USB 3.1 Gen 2 speeds up to 1,000 MB/s. ",2019-03-12 00:00:00,MyDigitalSSD M2X NVMe Enclosure,ZLK3y3K2CgnXNq9htNaMzh,External Storage,"https://www.tomshardware.com/uk/reviews/mydigitalssd-nvme-usb-c-external-ssd,6016.html",Sean Webster,4,5
Raidmax X08 Open Air Chassis Review: Style Over Substance,https://cdn.mos.cms.futurecdn.net/73xEZug9zaoFuJLx6H2XZT-1200-80.jpg,2019-03-13,Raidmax's X08 is another in a trend of open-air mech-inspired cases built of metal and glass. Can it sidestep the value and design problems of its competition?,2019-03-13 00:00:00,Raidmax X08 Open Air Chassis,mLhgMcmqPq2DkpGKsLwU9,Cases,"https://www.tomshardware.com/uk/reviews/raidmax-x08-tempered-glass-open-air-gaming-case,6025.html",Steven Lynch,3,5
Gigabyte Aorus RGB M.2 NVMe SSD Review: RGB Comes to M.2,https://cdn.mos.cms.futurecdn.net/NSxSZNQgz4WUTYECm8gnvH-1200-80.jpg,2019-04-19,"Gigabyte's Aorus RGB M.2 SSD brings the bling, and an elegant heatsink, to the M.2 form factor. ",2019-04-19 00:00:00,Gigabyte Aorus RGB M.2 NVMe SSD,zZKLvEkCDr7RAp4VAjxTpM,Gigabyte,"https://www.tomshardware.com/uk/reviews/gigabyte-aorus-rgb-nvme-ssd,6079.html",Sean Webster,4.5,5
Intel Core i9-9900KF Review: Disabled Graphics and No Discount ,https://cdn.mos.cms.futurecdn.net/PX8LcQXKMjqkdAVbeqPkbP-1200-80.jpg,2019-03-15,Intel's eight-core sixteen-thread Core i9-9900KF comes with disabled graphics but has a higher price tag than the full-featured Core i9-9900K. ,2019-03-15 00:00:00,Intel Core i9-9900KF,oHiEsahJZYKcMTGyWBysF4,Components,"https://www.tomshardware.com/uk/reviews/intel-core-i9-9900kf-disabled-graphics,6004.html",Paul Alcorn,2,5
Corsair Carbide 678C Review: Old-School Cool,https://cdn.mos.cms.futurecdn.net/rh9rkWhYpvSZcJnDMyJjb8-1200-80.jpg,2019-03-17,"With its polished design and concealed external 5.25” bay, Corsair’s Carbide 678C is great for those who value old-school style and whisper-quiet operation.",2019-03-17 00:00:00,Corsair Carbide 678C,YH6vwZbfsUeCemw6tbq5FZ,ATX,"https://www.tomshardware.com/uk/reviews/corsair-carbide-678c-atx-case,6033.html",Steven Lynch,4.5,5
Plugable USBC-NVMe SSD Enclosure Review: Tool-Free NVMe With USB Type-C,https://cdn.mos.cms.futurecdn.net/zrJJwtEcSzwPF3UyhtLRQn-1200-80.jpg,2019-03-18,"Plugable's USBC-NVMe enclosure lets you slap in a M.2 SSD for fast, portable storage. ",2019-03-18 00:00:00,Plugable USBC-NVMe SSD Enclosure,CS7MFzrTkMG7TVoGVtwJZh,SSD,"https://www.tomshardware.com/uk/reviews/plugable-usb-type-c-nvme-ssd-enclosure,6015.html",Sean Webster,4,5
Cooler Master MasterCase NR600 Review: Budget Case Excellence,https://cdn.mos.cms.futurecdn.net/zvGNTx3yWSC5iFDbWaNZjn-1200-80.jpg,2019-03-19,"In the market for a sleek and stylish chassis that won't break the bank? Cooler Master’s latest MasterCase NR600 offers great looks, good performance and features galore, all for only $70.",2019-03-19 00:00:00,Cooler Master MasterCase NR600,gqjcuMszenCPEtanCTXCFk,ATX,"https://www.tomshardware.com/uk/reviews/cooler-master-mastercase-nr600-atx-case,6037.html",Steven Lynch,4.5,5
Acer Predator Triton 500 Review: RTX 2060 Holds its Own,https://cdn.mos.cms.futurecdn.net/xacExJ47pXrc5zG4DLYvCd-1200-80.jpg,2019-03-20,"The Acer Predator Triton 500 has a sleek, lightweight design and an RTX 2060 but is riddled with too much bloatware.",2019-03-20 00:00:00,Acer Predator Triton 500,bBJNBcAYXfFb9vRfpt77CW,Acer,"https://www.tomshardware.com/uk/reviews/acer-predator-triton-500-gaming-laptop,6030.html",Andrew E. Freedman,4,5
Nvidia GeForce GTX 1660 Review: The Turing Onslaught Continues,https://cdn.mos.cms.futurecdn.net/NmxZc7aMRH3G95zpRVp8C4-1200-80.jpg,2019-03-14,"By trimming a couple of SMs from TU116 and swapping GDDR6 for GDDR5 memory, Nvidia turns GeForce GTX 1660 Ti into a vanilla 1660. Does the $220 Turing-based board retain enough performance to outmaneuver Radeon RX 590, though?",2019-03-14 00:00:00,Nvidia GeForce GTX 1660,YtspqMBZhqujZPaVRQZkQo,Graphics,"https://www.tomshardware.com/uk/reviews/nvidia-geforce-gtx-1660-turing-tu116,6027.html",Chris Angelini,4,5
Corsair One Pro i180 Review: Full Power in a Tiny Tower,https://cdn.mos.cms.futurecdn.net/khAhqGwFCHMqxz2wD6nNKf-1200-80.jpg,2019-03-21,"Content creation professionals, take note. Corsair’s compact One Pro i180 is compact, powerful, and (mostly) quiet.",2019-03-21 00:00:00,Corsair One Pro i180,ZCQe9cdmFFvu62rHY93kCT,Corsair,"https://www.tomshardware.com/uk/reviews/corsair-one-pro-i180-desktop,6040.html",Matt Safford,4,5
"Wooting One Keyboard Review: Analog Switches, Great for Your Digits",https://cdn.mos.cms.futurecdn.net/sZ6VKTFAKW2FTc6RGWhKDf-1200-80.jpg,2019-03-24,"The Wooting One is a compact keyboard that stands alone, thanks to its analog switches and customizable actuation point.",2019-03-24 00:00:00,Wooting One Keyboard,sU2bWTHG57RqNLDNrJLgC,Keyboards,"https://www.tomshardware.com/uk/reviews/wooting-one-keyboard,6043.html",Alex Cox,4,5
Asus ROG Strix Z390-E Gaming Review: Stretching The Envelope,https://cdn.mos.cms.futurecdn.net/HXU3Fh9DJgDyqXRPqSok2P-1200-80.jpg,2019-03-25,Intel’s Core i9-9900K has pushed mid-level enthusiast motherboard pricing well into what was once considered the high-end. Can Asus’s Z390-E Gaming win this market?,2019-03-25 00:00:00,Asus ROG Strix Z390-E Gaming,upjreh3UYZ4UJUmsQEuit7,Asus,"https://www.tomshardware.com/uk/reviews/asus-rog-strix-z390-e-gaming-atx-motherboard,6042.html",Thomas Soderstrom,3.5,5
Patriot Viper Steel DDR4-4400: One Speedy Serpent,https://cdn.mos.cms.futurecdn.net/CVHmfkyaWyVHyCwdWTeRiQ-1200-80.jpg,2019-02-16,"There's no steel here, but the performance is real: Patriot’s DDR4-4400 kit is the best-performing 2x8GB model we’ve tested.",2019-02-16 00:00:00,Patriot Viper Steel DDR4-4400: One Speedy Serpent,72mZvU6XSGHZqpyAHnG8ef,DRAM,"https://www.tomshardware.com/uk/reviews/patriot-viper-steel-ddr4-4400-c19-16gb-memory-kit,5991.html",Thomas Soderstrom,4.5,5
