Title,PIC,Summary,Author,Date,Pros,Cons,URL,Source_internal_ID,Product Name,Verdict,OCN
Neato Botvac Connected review: A LIDAR-powered robot vacuum is my maid now,https://cdn.arstechnica.net/wp-content/uploads/2016/01/IMG_0610-640x215.jpg,Vacuuming is for chumps. Make a robot do it.,Ron Amadeo,2016-01-31,"It vacuums; I don't. It saves me about 95 percent of the time I would spend cleaning, and since I rarely have to do anything, the floor gets vacuumed far more often than it would if it was just up to me.","The app needs work. It's missing obvious features like a full set of notifications, and it's unreliable.",https://arstechnica.com/gadgets/2016/01/neato-botvac-connected-review-a-lidar-powered-robot-vacuum-is-my-maid-now/,815833,Neato Botvac Connected ,"Neato is on the fourth generation of its robo vacs, and they really are powerful effective cleaning devices that save a ton of time. We'd only pick up the high-end version if you just ",gadgets
Under Armour’s Gemini 2 sneakers make running smarter without extra baggage,https://cdn.arstechnica.net/wp-content/uploads/2016/02/gemini2_20-640x215.jpg,Review: Connected shoes take the intelligence (and the weight) off your wrist.,Valentina Palladino,2016-02-03,"Look and feel just like regular shoes—no extra parts or wires to worry about, no charging required.","Battery life is questionable—if Under Armour's prediction is true, runners might have to spend $150 twice a year to sustain working pairs of the shoes.",https://arstechnica.com/gadgets/2016/02/under-armours-gemini-2-sneakers-make-running-smarter-without-extra-baggage/,818065,Under Armour’s Gemini 2 sneakers make running smarter without extra baggage,"But what's really intriguing about the smart Gemini 2s is their price compared to the originals. The regular shoes cost $130 and the smart sneakers are only slightly more expensive at $150. That's a much easier gap to jump than, say, trying to go from a regular $30 athletic shirt to a $400 smart shirt that tracks your breathing, heart rate, and a bunch of other stats. Hopefully this is a sign of things to come in the smart clothing world, and eventually we won't have to pay exorbitantly more for a healthy mix of features and convenience.",gadgets
"Android 6.0 Marshmallow, thoroughly reviewed",https://cdn.arstechnica.net/wp-content/uploads/2015/10/Marshmallow-Nexus-640x215.jpg,Marshmallow brings a lot of user-requested features but still has no update solution.,Ron Amadeo,2015-10-05,"The new home screen adds tons of genuinely useful features. App Search, predictive apps, vertical scrolling, and the uninstall shortcut are all great time savers.",There still isn't auto rotate support for the home screen. Google teased us in the developer preview but the feature was cut.,https://arstechnica.com/gadgets/2015/10/android-6-0-marshmallow-thoroughly-reviewed/,751535,"Android 6.0 Marshmallow, thoroughly reviewed","Android is far, far behind the competition when it comes to device security. The only real solution we can see is a ",gadgets
"Same design, new insides, better screen: 21.5-inch 4K Retina iMac reviewed",https://cdn.arstechnica.net/wp-content/uploads/2015/10/listing-640x215.jpg,"Fusion Drives desperately need to be standard, but otherwise this is a nice Mac.",Andrew Cunningham,2015-10-13,Gorgeous screen with an improved color gamut.,"No dedicated GPU options, and the integrated GPU chugs if you increase the resolution or hook up another 4K display.",https://arstechnica.com/gadgets/2015/10/same-design-new-insides-better-screen-21-5-inch-4k-retina-imac-reviewed/,757681,"Same design, new insides, better screen: 21.5-inch 4K Retina iMac reviewed","If you're OK with the list of omissions and you can spring for the storage upgrade, the 4K iMac gets you a great professional-quality screen and a powerful quad-core processor for a pretty reasonable price. The 27-inch iMac is the computer that most blurs the line between consumer all-in-one and high-end workstation, but as long as you aren't gaming you can get some pretty serious work done on the 21.5-inch iMac. If Apple can make Fusion Drives and 4K screens standard on all iMacs when the Skylake refresh comes around, we won't have much left to complain about.",gadgets
The 2015 Chromecast and Chromecast Audio: Small blips in the stream [Updated],https://cdn.arstechnica.net/wp-content/uploads/2015/10/IMG_6292-640x215.jpg,"Tons of apps and functionality for $35, but are these devices worth a two-year wait?",Sam Machkovech,2015-10-03,,,https://arstechnica.com/gadgets/2015/10/the-2015-chromecast-and-chromecast-audio-small-blips-in-the-stream/,751253,The 2015 Chromecast and Chromecast Audio: Small blips in the stream [Updated],"After publication, ",gadgets
"Amazon’s 2015 Fire TV: Finally, Amazon gets the streaming box right",https://cdn.arstechnica.net/wp-content/uploads/2015/10/IMG_6604-640x215.jpg,"Review: Connectivity, interface issues met with gaming, search boosts. Plus, it's fast.",Sam Machkovech,2015-10-15,Loading times for non-live streaming content are the fastest yet on a streaming box—even surpassing the more expensive Xbox One.,Fire OS 5.0 interface still suffers from too much pecking through menus; it would be nice if you could pin favorite apps and content.,https://arstechnica.com/gadgets/2015/10/amazons-2015-fire-tv-finally-amazon-gets-the-streaming-box-right/,757717,"Amazon’s 2015 Fire TV: Finally, Amazon gets the streaming box right",: This streaming box nails the sweet spot between performance and price.,gadgets
Review: Nest Cam watches over your home so you don’t have to,https://cdn.arstechnica.net/wp-content/uploads/2015/10/nestcam1-640x215.jpg,"Quality is good and it plays well with other Nests, but subscription costs add up.",Valentina Palladino,2015-10-07,1080p video is a slight but welcome upgrade from Dropcam's 720p video,"Two of the most useful features, activity zones and clips, are only available with a Nest Aware subscription",https://arstechnica.com/gadgets/2015/10/review-nest-cam-watches-over-your-home-so-you-dont-have-to/,752139,Review: Nest Cam watches over your home so you don’t have to,"However, most home security cameras don't do much to secure your home right out of the box. While Nest Cam lets me see what's going on in my home at all times, it alone doesn't do anything to ",gadgets
"Jawbone’s Up4 is its most advanced, and expensive, tracker yet",https://cdn.arstechnica.net/wp-content/uploads/2015/10/up4_20-640x215.jpg,Review: The $199 device passively monitors heart rate and lets you pay with NFC.,Valentina Palladino,2015-10-10,Svelte design meshes well with different outfits and is easy to wear all day long.,"Hook-and-eye closure has been improved, but can be tricky to secure with one hand.",https://arstechnica.com/gadgets/2015/10/jawbones-up4-is-its-most-advanced-and-expensive-tracker-yet/,755487,"Jawbone’s Up4 is its most advanced, and expensive, tracker yet","But it seems like the Up4 wants to be the best convenience fitness tracker. After putting it on your wrist, you don't have to touch it again except to take it off when showering and charging. It monitors heart rate passively, sleep automatically, and acts as a credit card when you're in a pinch and need to pick something up on the way home from your morning jog. With the recent software update, Jawbone succeeded in making the already-capable Up4 much more useful than any of its previous counterparts were at launch. However, with smartwatches and multipurpose devices creeping up in popularity, it's going to be hard for a little band to compete in a world that's slowly being overrun by wrist-bound computers.",gadgets
Surface Pro 4 review: The tablet that still doesn’t quite replace your laptop,https://cdn.arstechnica.net/wp-content/uploads/2015/10/surface-4-feature.jpg,But it's a fine machine if you don't mind that it can't.,Peter Bright,2015-10-21,"Bigger, better screen.",It's very short on USB ports.,https://arstechnica.com/gadgets/2015/10/surface-pro-4-review-the-tablet-that-still-doesnt-quite-replace-your-laptop/,762175,Surface Pro 4 ,"This leaves scope for Microsoft's partners to undercut it. The Surface Pro 4 is certainly a good machine, but is it going to be better, or a better value, than the competition? We'll have to wait a few weeks to find out.",gadgets
Microsoft Band 2.0: Big steps forward mean you just might ditch your trainer,https://cdn.arstechnica.net/wp-content/uploads/2015/10/microsoftband31-640x215.jpg,"Review: Better than the original, but not perfect.",Valentina Palladino,2015-10-29,The Band's improved design makes it much easier and more comfortable to wear.,The clasp remains difficult to secure and is bulky compared to the rest of the Band.,https://arstechnica.com/gadgets/2015/10/the-new-microsoft-band-has-all-the-workouts-you-could-ever-dream-of/,763955,Microsoft Band 2.0: Big steps forward mean you just might ditch your trainer,"The Microsoft Band is a work in progress, but Microsoft has made real progress in this second iteration. I still believe the best thing the Microsoft Band has going for it is Microsoft Health. It takes a lot for me to get excited about a new fitness band—and when I saw how robust Microsoft Health had become as a fitness platform, I was truly excited. Guided workouts will soon be necessary for any high-end tracker because to be a true fitness device, you have to do more than count steps. But custom workouts that you can assemble yourself and take anywhere will be the future—and maybe they'll persuade millions of fitness tracker users to keep wearing their bands instead of abandoning them in cluttered drawers.",gadgets
Incredibly loud and always watching: Canary’s security camera reviewed,https://cdn.arstechnica.net/wp-content/uploads/2015/10/canary7-640x215.jpg,"An alarm, emergency contacts, and night vision make Canary a capable watchdog.",Valentina Palladino,2015-10-17,Canary's chic design lets it double as a decorative piece as well as a home security device.,Setup process is a little long and tedious.,https://arstechnica.com/gadgets/2015/10/incredibly-loud-and-always-watching-canarys-security-camera-reviewed/,759267,Incredibly loud and always watching: Canary’s security camera reviewed,"Unlike the Nest Cam, however, Canary has no smart home protocol, which means you cannot connect it with a smart door lock or other device to have them work together. If Canary added this feature in the future, it would only make a strong product stronger. Canary's only current downfalls are the small bugs that made downloading clips and automatic mode switching complicated. Thankfully Canary already knows about these issues and can continue to make app and firmware updates to address them. Considering Canary provides more security features than other smart home cameras and has a few affordable subscription plan options, it's a solid investment for anyone looking to keep a more watchful eye on their home.",gadgets
Nexus 5X and Nexus 6P review: The true flagships of the Android ecosystem,https://cdn.arstechnica.net/wp-content/uploads/2015/10/Nexus-1-640x215.jpg,"With little to no compromise, these are now the Android phones to beat.",Ron Amadeo,2015-10-19,"
            ","
            ",https://arstechnica.com/gadgets/2015/10/nexus-5x-and-nexus-6p-review-the-true-flagships-of-the-android-ecosystem/,758045,Nexus 5X and Nexus 6P ,"In some ways these devices feel like a combination of the best ideas from the Android ecosystem. You get Motorola's ambient display and always-on voice commands, LG's laser auto focus, and Google's software design, security, and fast updates. This year's crop of Nexus phones are devices that stand alone atop the Android ecosystem, with a combination of features you won't find anywhere else. If you're in the market for an Android phone, you've run out of excuses not to get a Nexus.",gadgets
Review: Netatmo’s Welcome home security camera gets facial recognition right,https://cdn.arstechnica.net/wp-content/uploads/2015/10/welcome9-640x215.jpg,"It doesn't require a subscription, but lag and image quality can be problems.",Valentina Palladino,2015-11-03,"You'll be happy to display the Welcome anywhere in your home thanks to its sleek, understated design.",Image quality is significantly reduced when your mobile device and the Welcome are not connected to the same network at the same time.,https://arstechnica.com/gadgets/2015/11/review-netatmos-welcome-home-security-camera-gets-facial-recognition-right/,769955,Review: Netatmo’s Welcome home security camera gets facial recognition right,"But if you're looking for a surveillance camera that will only cost you its sticker price of $199, the Welcome is a solid choice. Its system of recording video to a microSD card rather than making you pay a monthly fee for basic services is really convenient. It was refreshing to use a security camera that didn't threaten to take away some of its key features after my free trial expired, and Netatmo definitely hopes that will entice customers to welcome the Welcome into their homes.",gadgets
Mini-review: Hisense’s ARM Chromebook actually isn’t awful for $149,https://cdn.arstechnica.net/wp-content/uploads/2015/04/DSC00354-640x215.jpg,The laptop doesn't cut corners that $199 Chromebooks aren't already cutting. ,Andrew Cunningham,2015-04-06,Feels pretty well-made for $149.,Keyboard and trackpad are OK but sometimes tweaky.,https://arstechnica.com/gadgets/2015/04/mini-review-hisenses-arm-chromebook-actually-isnt-awful-for-149/,641201,Mini-,"The biggest downside to either of the $149 Chromebooks might be their retailer exclusivity. Schools and businesses buy lots of Chromebooks, and they usually need to deal with more established OEMs with better support options. For any individual looking for a cheap Chromebook, though, you could do a lot worse.",gadgets
New Apple TV wants to be more than just a streaming box (but it isn’t yet),https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC01995-640x215.jpg,Review: Game console? Mini PC? Media player? There's a lot of potential here.,Andrew Cunningham,2015-11-04,"Fast, small, and unobtrusive.",Optical audio out is gone.,https://arstechnica.com/gadgets/2015/11/new-apple-tv-wants-to-be-more-than-just-a-streaming-box-but-it-isnt-yet/,772167,New Apple TV wants to be more than just a streaming box (but it isn’t yet),"But today, right now, when you buy a new Apple TV, what you’re really buying into is its promise, something that is only hinted at by the handful of solid apps and games that are already in the App Store. There’s no guarantee that Apple TV apps will make a ton of money or that its App Store will ever be as well-stocked as the iOS App Store is today. But for all intents and purposes, the new Apple TV is a small, iOS-based desktop computer that sits underneath your TV. There’s a lot of possibility here, and I’m excited to see where it is in three or six or 12 months.",gadgets
"Mini-review: Test driving a fully loaded, $4,000 27-inch 5K iMac",https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC02048-640x215.jpg,"Skylake CPUs, fast GPUs, a 1TB SSD, and 32GB of RAM make this iMac fun to use.",Andrew Cunningham,2015-11-05,Great screen with an improved color gamut.,"Other than RAM, aftermarket upgrades are difficult-to-impossible.",https://arstechnica.com/gadgets/2015/11/mini-review-test-driving-a-fully-loaded-4000-27-inch-5k-imac/,774159,Mini-,"To put it in context: the iPhone 6S’ CPU is over 20 times faster than 2010’s iPhone 4. 2015’s best iMac is only around twice as fast as 2010’s best iMac. On the one hand, it’s frustrating that high-end desktop performance is improving so slowly. On the other, at least you know it’s going to last for a long time.",gadgets
An Ultrabook that works with your projector: Lenovo T450s reviewed,https://cdn.arstechnica.net/wp-content/uploads/2015/04/MG_4294-640x215.jpg,"Ports, end-user servicing, docking stations, and legacy connectors live on.",Peter Bright,2015-04-29,"That keyboard, that TrackPoint",The screen is only OK,https://arstechnica.com/gadgets/2015/04/the-business-ultrabook-lenovo-t450s-reviewed/,652959,An Ultrabook that works with your projector: Lenovo T450s reviewed,"It makes me wonder, now that thin and light are the norm, how far could we swing the balance the other way to recapture some of what the MacBook Air and its Ultrabook offspring have given up. For example, my understanding is that to fit 16GB into a laptop you need to use socketed RAM; the soldered kind for whatever reason doesn't go that big, which is why so many Ultrabooks are limited to 8GB. And if I could have a machine that was 0.1 inches thicker than an X1 and 0.2lbs heavier than an X1, but it had a pair of RAM sockets for up to 16GB and an RJ45 port? I'd grab one in an instant.",gadgets
A review of Android for Work: Dual-persona support comes to Android,https://cdn.arstechnica.net/wp-content/uploads/2015/03/hero2-640x215.jpg,Google aims for the enterprise with separate work and home data on a single device.,Ron Amadeo,2015-03-26,,,https://arstechnica.com/information-technology/2015/03/a-review-of-android-for-work-dual-persona-support-comes-to-android/,618939,A review of Android for Work: Dual-persona support comes to Android,"Android for Work makes a dual-persona smartphone finally feel like something that isn't a clunky hack. If you're still carrying around one phone for work and one for home, it's time to save some pocket space. Bug your IT department to roll this feature out.",information-technology
Ultrabook Plus: The 2015 13-inch Retina MacBook Pro reviewed,https://cdn.arstechnica.net/wp-content/uploads/2015/03/DSC00303-640x215.jpg,"It's not a quad-core workstation, but it's faster than most 13-inch laptops.",Andrew Cunningham,2015-04-02,"Good CPU, GPU, RAM, and storage specs for this price, size, and weight. Few PC OEMs use the faster 28W Broadwell-U chips, and so far few have opted to use 1866MHz DDR3 RAM.","Good battery life for light workloads, but it drops off quickly under load.",https://arstechnica.com/gadgets/2015/04/ultrabook-plus-the-2015-13-inch-retina-macbook-pro-reviewed/,632179,Ultrabook Plus: The 2015 13-inch Retina MacBook Pro reviewed,"If you're looking at a MacBook Air but you want a Retina screen, though, the Pro becomes very tempting. We'd recommend you upgrade the Air to 8GB of RAM anyway, and by the time you've done that, the price difference isn't all that big. The sharpness and added versatility of the screen and the better CPU and GPU come at the expense of a little weight and a little battery life, but for power users especially, we think these tradeoffs are worth it.",gadgets
Roku 4 review: A future-proofed 4K version of the best streaming box (so far),https://cdn.arstechnica.net/wp-content/uploads/2015/10/DSC01961-640x215.jpg,"$130 box is larger and faster, and it's overkill for most people right now.",Andrew Cunningham,2015-10-29,Huge selection of channels (including Google Play and Amazon) that doesn’t prioritize one provider over any others.,"Requires HDCP 2.2 for 4K streaming, something that not all 4K-capable TVs and receivers will support.",https://arstechnica.com/gadgets/2015/10/roku-4-review-a-future-proofed-4k-version-of-the-best-streaming-box-so-far/,769723,Roku 4 ,"If you want a Roku but don’t yet own one, the Roku 4 is a little more expensive than the rest of the lineup at $130, but it’s also the most future-proof. When your TV hardware and the content providers are all streaming 4K, you’ll be ready. And even if you don’t have a 4K TV yet, the Roku 4’s UI seems marginally crisper at 1080p than the Roku 3’s, and performance while you’re navigating through different streaming apps is improved, if not completely free of jankiness (that said, it’s hard to spot the differences if you’re actually streaming video). You get all the benefits of the Roku 3’s Enhanced Remote support with the promise of 4K support and software updates going forward.",gadgets
HTC One M9 review: HTC’s flagship feels like an afterthought,https://cdn.arstechnica.net/wp-content/uploads/2015/03/HTC-One-M9-1-640x215.jpg,A design from 2013 and a heavily throttled SoC make for a disappointing update.,Ron Amadeo,2015-03-30,"HTC made some good changes to the M9, like getting rid of the gimmicky Duo Camera.",The M9 runs hot and performance suffers. Our CPU benchmark showed a 30 percent drop in performance.,https://arstechnica.com/gadgets/2015/03/htc-one-m9-review-htcs-flagship-feels-like-an-afterthought/,634665,HTC One M9 ,Look at what Samsung is doing. The company suffered ,gadgets
The 2015 MacBook previews a future that’s not quite here,https://cdn.arstechnica.net/wp-content/uploads/2015/04/DSC00385-640x215.jpg,Review: This laptop is defined by the features it doesn't have.,Andrew Cunningham,2015-04-09,So thin and light that it out-MacBook-Airs the MacBook Air.,Performance is a step or two behind recent Broadwell-U Macs.,https://arstechnica.com/gadgets/2015/04/the-2015-macbook-previews-a-future-thats-not-quite-here/,640405,The 2015 MacBook previews a future that’s not quite here,"Ultimately, the new MacBook feels like a first-generation product—a very good first-generation product, but a first-generation product nevertheless. It has some promise and a couple of major shortcomings, and you don't need to be the first person who takes the leap into the Brave New Future it represents. I use an iMac as my primary computer and a 13-inch MacBook Air when I’m sitting on the couch or in a café or on a plane, and perhaps 90 percent of the time this MacBook can replace the Air without issue. If this is going to be your main computer or only computer or if you’re one of the bare handful of people who use Thunderbolt for something, it’s hard to recommend.",gadgets
Mini-review: Intel’s powered-up Core i7 Broadwell mini PC,https://cdn.arstechnica.net/wp-content/uploads/2015/03/DSC00331-640x215.jpg,28W chips give a nice CPU and GPU performance bump to the first Core i7 NUC.,Andrew Cunningham,2015-03-29,Small.,Make sure you buy 1866MHz DDR3 if you want the box to live up to its full potential.,https://arstechnica.com/gadgets/2015/03/mini-review-intels-powered-up-core-i7-broadwell-mini-pc/,636919,Mini-,"The Core i7 NUC is a good thing, if only because it's nice to see Intel ",gadgets
Samsung Galaxy S6 review: It’s what’s on the outside that counts,https://cdn.arstechnica.net/wp-content/uploads/2015/04/Galaxy-S6-1-640x215.jpg,A great camera and premium materials offset the loss of power-user features.,Ron Amadeo,2015-04-12,"A spectacular camera. Better than the iPhone 6 Plus—yep, we said it.","TouchWiz is still bad. The Flipboard home screen is a laggy hack. Apps hide the status bar for no reason. Things look different for no reason. Your OS looks like TouchWiz, but you'll be using an entire ecosystem of Material Design apps.",https://arstechnica.com/gadgets/2015/04/samsung-galaxy-s6-review-its-whats-on-the-outside-that-counts/,638945,Samsung Galaxy S6 ,"We would still like to see the company refresh the stale front design and do something about TouchWiz, but it's nice to see Samsung finally break some of its bad habits. The S6 is a great device and is something that should help Samsung's newly uncertain market position. There are some tradeoffs, but, finally, we've got a Samsung phone that feels nice. What the heck took so long?",gadgets
"Surface 3 review: Smaller, slower, cheaper... better?",https://cdn.arstechnica.net/wp-content/uploads/2015/04/surface-3-front-640x215.jpg,Switching to an x86 processor has made the Surface so much better.,Peter Bright,2015-04-14,Immensely versatile machine,"Atom is fast enough, but still not really ",https://arstechnica.com/gadgets/2015/04/surface-3-review-smaller-slower-cheaper-better/,646179,Surface 3 ,"The Surface 3 is a very neat, versatile little machine. A lot of people will be able to make it work well for them. It works as a tablet. It works in most ways as a laptop. With the dock, it can even power a big screen and connect to a ton of peripherals. This is simultaneously a great digital notepad and a fine Office workhorse.",gadgets
HP Spectre x360: The surprisingly good offspring of a MacBook Air and Lenovo Yoga,https://cdn.arstechnica.net/wp-content/uploads/2015/03/IMG_0937-640x215.jpg,Review: Good looks and great battery life make for a compelling laptop.,Peter Bright,2015-04-06,I love how it looks,The keyboard is mediocre,https://arstechnica.com/gadgets/2015/04/hp-spectre-x360-the-surprisingly-good-offspring-of-a-macbook-air-and-lenovo-yoga/,642175,HP Spectre x360: The surprisingly good offspring of a MacBook Air and Lenovo Yoga,"Price-wise, there's nothing to really separate the XPS 13 from the Spectre x360. Which one you prefer will be a product of personal preference, and it's a tough choice. As much as I relish the XPS 13's size, I also enjoy the x360's ""tent mode."" The XPS 13 has a slightly better keyboard, but the Spectre's larger touchpad is perhaps a little easier to use. I'd veer slightly toward the XPS 13, though I'd regularly curse its awful webcam positioning. On the other hand, you wouldn't be going wrong to pick the Spectre...",gadgets
"LG G4 Review: More than competent, but less than stunning [Update]",https://cdn.arstechnica.net/wp-content/uploads/2015/05/LG-G4-3-640x215.jpg,"The G4 is a decent phone, but struggles to stand out against the competition.",Ron Amadeo,2015-05-10,A great camera with full manual controls and output to DNG. And the color sensor seems to actually work!,"No matter which back panel you get, the major contact points—the sides and buttons—are still plastic.",https://arstechnica.com/gadgets/2015/05/lg-g4-review-more-than-competent-but-less-than-stunning/,659177,"LG G4 Review: More than competent, but less than stunning [Update]","LG also has plans to offer wireless charging via an extra back option. Like the charger, it's another thing that is built into other phones that you have to pay extra for for the G4. It's better to have the option than not, though.",gadgets
"Lollipop on the 2012 Nexus 7: Not great, but not much worse",https://cdn.arstechnica.net/wp-content/uploads/2014/11/IMG_0481-640x215.jpg,"The older tablet's problems stem mostly from hardware, not software.",Andrew Cunningham,2014-11-14,,,https://arstechnica.com/gadgets/2014/11/lollipop-on-the-2012-nexus-7-not-great-but-not-much-worse/,571033,"Lollipop on the 2012 Nexus 7: Not great, but not much worse","Your experiences on the 2012 Nexus 7 may be different from ours, particularly if you have the 16GB or 32GB models—their storage speeds were still pretty low, but they were measurably better than the 8GB model. In either case, Lollipop does little to save or ruin your tablet. Go ahead and upgrade. If you absolutely hate Lollipop, you can always ",gadgets
"The Nexus 10, Lollipop, and the problem with big Android tablets",https://cdn.arstechnica.net/wp-content/uploads/2014/11/IMG_0493-640x215.jpg,"When it comes to tablets, Google doesn't even follow its own design guidelines.",Andrew Cunningham,2014-11-16,,,https://arstechnica.com/gadgets/2014/11/the-nexus-10-lollipop-and-the-problem-with-big-android-tablets/,572013,"The Nexus 10, Lollipop, and the problem with big Android tablets","The Nexus 10 actually runs Lollipop just fine—it's still an attractive-looking OS and performance is as good as it was in KitKat. It's just that there aren't many reasons to use an Android tablet with a screen this large, and if Google isn't willing to make its redesigned OS and apps work great on these big widescreen tablets, why should other developers bother?",gadgets
"Review: Tesla’s new Model S P85D—double your engines, double your fun",https://cdn.arstechnica.net/wp-content/uploads/2015/05/JT3A3216-640x215.jpg,"But at $130,000 loaded, it’s hard to overlook flaws—even if the car is McLaren F1-fast.",Lee Hutchinson,2015-05-24,,,https://arstechnica.com/cars/2015/05/review-teslas-new-model-s-p85d-double-your-engines-double-your-fun/,667557,"Review: Tesla’s new Model S P85D—double your engines, double your fun","I floored it and whacked my head against the head rest, giggling at the acceleration, then quickly let the car regen-brake back down to 30 miles per hour. I couldn’t help it. The feeling was just as impressive as the first time. Even if this wasn’t a McLaren F1, I felt like I was about to give up my own electric-powered pocket supercar.",cars
Review: iRig UA finally brings amp modelling to Android but lacks killer tone,https://cdn.arstechnica.net/wp-content/uploads/2015/06/DSC01771-640x215.jpg,"Solid hardware and latency-free performance is let down by dated software, in-app purchases.",Mark Walton,2015-06-17,"Well-constructed, portable hardware",Limited selection of core sounds,https://arstechnica.com/gadgets/2015/06/review-the-irig-ua-brings-amp-modelling-to-android-but-lacks-killer-tone/,693269,Review: iRig UA finally brings amp modelling to Android but lacks killer tone,,gadgets
Yoga Pro 3 review: Broadwell is a mixed blessing,https://cdn.arstechnica.net/wp-content/uploads/2014/11/MG_4141-640x215.jpg,"The design is ever more exotic, but the performance is worse.",Peter Bright,2014-11-22,Beautiful screen,The Broadwell Y processor makes it slower than the old one,https://arstechnica.com/gadgets/2014/11/yoga-pro-3-review-broadwell-is-a-mixed-blessing/,574933,Yoga Pro 3 ,"Can we recommend the Yoga Pro 3? I think so, but less whole-heartedly than the Yoga Pro 2. It's still a well-built, flexible, and attractive system. Just one that feels slightly more compromised than its predecessor.",gadgets
"Asus’ Chromebook Flip looks and feels great, unless you’re typing on it",https://cdn.arstechnica.net/wp-content/uploads/2015/07/DSC00833-640x215.jpg,Review: $250 convertible Chromebook compromised by cramped keyboard.,Andrew Cunningham,2015-07-15,Really nice design and build quality—it would be great in a laptop that cost two or three times as much.,"A 10.1-inch screen feels pretty small, even compared to 11.6-inch screens.",https://arstechnica.com/gadgets/2015/07/asus-chromebook-flip-looks-and-feels-great-unless-youre-typing-on-it/,707339,"Asus’ Chromebook Flip looks and feels great, unless you’re typing on it","For most people, we’d still recommend a Haswell Celeron Chromebook with 4GB of RAM for the best experience—",gadgets
First look: OS X El Capitan brings a little Snow Leopard to Yosemite,https://cdn.arstechnica.net/wp-content/uploads/2015/06/el-cap-intro-640x215.jpg,We spent a week with the first beta to save you from breaking your laptop.,Andrew Cunningham,2015-06-15,,,https://arstechnica.com/gadgets/2015/06/preview-os-x-el-capitans-first-beta-is-a-promising-heap-of-refinements/,682711,First look: OS X El Capitan brings a little Snow Leopard to Yosemite,"So, exciting? No, not really, not unless you're a window management enthusiast who is excited to dance on Helvetica Neue's grave (hi). But it's going to be a free update. It will, hopefully, feel solid right from launch day (this beta is a pretty good Beta 1 from a stability perspective, but buggy and crashy enough that it's far from a daily driver). And that will be fine.",gadgets
"Xiaomi Mi 4i review—The best specs for $200, but not the best software",https://cdn.arstechnica.net/wp-content/uploads/2015/06/Mi-4i-121-640x215.jpg,"A Snapdragon 615 and 3120 mAh battery are a steal, but the skin needs updating.",Ron Amadeo,2015-06-25,Outstanding value for money.,"MIUI was fine when it was replacing KitKat, but as an alternative to Lollipop's Material Design, it feels dated. Everything has been paved over with the KitKat-era UI, so a lot of features are missing.",https://arstechnica.com/gadgets/2015/06/xiaomi-mi-4i-review-the-best-specs-for-200-but-not-the-best-software/,694633,"Xiaomi Mi 4i review—The best specs for $200, but not the best software","For now, we have a phone with definitively better specs than the current low-price champ, the Moto G, but the Mi 4i offers worse software. Normally it would be a tough decision if both of these phones were equally easy to buy, but Xiaomi only sells phones in China, India, and a handful of other territories. For now, the decision has been made for us.",gadgets
First look: iOS 9 public beta is the update the iPad deserves,https://cdn.arstechnica.net/wp-content/uploads/2015/07/Screen-Shot-2015-07-09-at-1.20.35-PM-640x215.png,A smallish update for phones is a Mac-sized leap for tablets.,Andrew Cunningham,2015-07-09,,,https://arstechnica.com/gadgets/2015/07/first-look-ios-9-public-beta-is-the-update-the-ipad-deserves/,702957,First look: iOS 9 public beta is the update the iPad deserves,"If you're at all interested in the public beta and you have an iPad Air 2, iPad Air, iPad Mini 2, or iPad Mini 3, that's the hardware that will see the most benefit from the upgrade. It will run more-or-less fine on anything from the iPhone 5 up to the iPhone 6, but unless you have a phone you can dedicate to testing, we think the potential risks outweigh the rewards for you at this point. And those with Apple A5 hardware (the iPhone 4S, iPad 2, iPad Mini, and iPod Touch) should stay away for now—performance is bound to improve by the time the final release rolls around, but it's pretty inconsistent on that older hardware right now.",gadgets
"Great gadget, small audience: The sixth-generation iPod Touch reviewed",https://cdn.arstechnica.net/wp-content/uploads/2015/07/DSC00872-640x215.jpg,"iPhones have eaten the iPod, but this new release is still useful for specific purposes.",Andrew Cunningham,2015-07-22,"Fast. It includes a fully modern SoC and 802.11ac Wi-Fi, both of which keep things moving.","Missing a few iPhone niceties, including but not limited to TouchID, a vibration motor, a GPS, and an auto-brightness sensor.",https://arstechnica.com/gadgets/2015/07/great-gadget-small-audience-the-sixth-generation-ipod-touch-reviewed/,708645,"Great gadget, small audience: The sixth-generation iPod Touch reviewed","The days of yearly (or even regular) iPod refreshes are long past, and a big hardware update won’t shove this thing out of its niche. But if you’re one of the few people in the market for one, the new iPod Touch is going to serve you much better than the old one.",gadgets
"The Arlo and Flir FX security cameras: plug-and-play, mobile ready omnipresence",https://cdn.arstechnica.net/wp-content/uploads/2015/06/image-640x215.jpg,In which the author explores being the voyeur in her own house.,Megan Geuss,2015-06-19,,,https://arstechnica.com/gadgets/2015/06/the-arlo-and-flir-fx-security-cameras-plug-and-play-mobile-ready-omnipresence/,669659,"The Arlo and Flir FX security cameras: plug-and-play, mobile ready omnipresence","And of course, ghosts don't exist, so you'll never catch any of those anyway. (Or will you?!)",gadgets
