Title,Author,Description,Date,Score Rating,URL,Image,Bottom Line,Pros,Cons
Apollo Max Power Bank review: The fastest battery pack to recharge your iPhone 11 Pro and everything else,Christine Chan,"Ever hear of a power bank that can recharge itself from empty to full in 19 minutes flat? That's what Elecjet claims with the Apollo Max, and it's no lie — this battery pack will recharge everything with 60W USB-C PD output!",2019-12-24,,https://www.imore.com/apollo-max-power-bank-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/12/apollo-max-side-view.jpg?itok=M0nFWFZu,": The Apollo Max Power Bank may only have a 10000mAh capacity, but it features 60W USB-C Power Delivery output to quickly charge up your iPhone 11 Pro, iPad Pro, MacBook, and anything else. It also has an 18W Quick Charge 3.0 USB-A port, so all of your bases are covered.",,
Apple Watch — Gadget of the Decade,Rene Ritchie,"In my Apple Watch Series 5 review, I said that the addition of always-on took it from being the best smartwatch in the world to being the best damn watch period. And, three months later, I stand by that. Absolutely. 100 percent. But, it's also something more: Not just the best watch of the year, but the best gadget of the decade.",2019-12-23,,https://www.imore.com/apple-watch-gadget-decade,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/12/apple-watch-series-5-gadget-decade-hero.jpg?itok=ksezX2hp,,,
"eufyCam2 review: No wires, no subscription",Christopher Close,"This wireless camera system has all of the bells and whistles, including HomeKit, along with a price tag that won't break the bank.",2019-12-23,4,https://www.imore.com/eufycam2-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/12/eufycam2-review-1_0.jpg?itok=q69lMxiK," The eufyCam 2 is an affordable, completely wireless option that is packed full of features. Excellent battery life, weather resistance, 1080p video resolution, 2-way audio, and more make this a standout that doesn't require a monthly subscription.",,
Aqara Smart Home System review: Control everything for much less,Bryan M Wolfe,"If you're looking for an all-in-one smart home solution, consider the new Aqara system, which is now available through Amazon. Use it to monitor your home and so much more.",2019-12-20,4,https://www.imore.com/aqara-smart-home-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/12/aqara-smart-home-hero.jpeg?itok=bEnIa6m5,: $130 for the starter kit,,
Woolnut Leather Folio for MacBook review: Luxurious protection,Karen S Freeman,"Your MacBook Pro or MacBook Air will be snug in this cozy and classy folio. With its vegetable-tanned full-grain Scandinavian leather exterior and soft natural wool interior, your MacBook will be protected in elegant style.",2019-12-19,4.5,https://www.imore.com/woolnut-leather-folio-macbook-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/12/woolnut-leather-folio-for-macbook-hero.jpeg?itok=B3e0ufYp," This slim, elegant zip-around MacBook case is crafted from premium leather and wool.",,
'Truth Be Told' Review for Apple TV+: Compelling subject matter that flounders in too many unimportant details,Luke Filipowicz,"Modern culture is obsessed with true crime. From podcasts like Serial, TV shows like Making a Murderer, and films like Extremely Wicked, Shockingly Evil and Vile, we are obsessed with the macabre in a way that we never have been before. We also love an underdog story — so Truth Be Told should be a gold mine.",2019-12-14,2.5,https://www.imore.com/truth-be-told-review-apple-tv-compelling-subject-matter-flounders-too-many-unimportant-details,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/12/truth-be-told-screeenshot-01.jpg?itok=lrgDkIvT,,,
The ibi smart photo and video manager review: Time to ditch iCloud?,Bryan M Wolfe,"If you want to ditch iCloud or another online photo and video backup service, you should consider SanDisk's ibi smart photo and video manager. The device works as expected and includes lots of sharing tools too.",2019-12-13,3.5,https://www.imore.com/ibi-smart-photo-manager-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/12/ibi-photo-review-hero.jpg?itok=mG--Bdob,: $130 for 1TB,,
Mujjo Insulated Touchscreen Gloves review: Better but less unique,Lory Gil,This is the third iteration of Mujjo's best-selling gloves and they've fixed the one flaw but removes a great feature.,2019-12-06,4.5,https://www.imore.com/mujjo-insulated-touchscreen-gloves-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/12/mophie-insulated-touchscreen-gloves-05.jpeg?itok=dsNfcQue," Full-palm capacity, a better fit, a warmer glove, and that thumb stitch issue fixed. These are the only winter gloves you'll ever need.",,
Native Union Clic Marquetry iPhone Case review: Chic leather style,Karen S Freeman,"It's not enough just to protect your iPhone from life's little bumps, you want to give it some panache as well. The Native Union Clic Marquetry iPhone Case will be right up your alley.",2019-12-06,4.5,https://www.imore.com/native-union-clic-marquetry-iphone-case-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/12/native-union-clic-marquetry-iphone-case-hero.jpeg?itok=zKmRuiSa, This slim leather case adds a distinctively chic look to your iPhone.,,
mophie juice pack access for iPhone 11 Pro review: extend the battery life of your already extended battery life,Lory Gil,"You thought the iPhone 11 Pro's battery life was good, but wait till you add a juice pack access to it!",2019-12-05,4.5,https://www.imore.com/mophie-juice-pack-access-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/12/mophie-juice-pack-access-review-04.jpeg?itok=hBpzCas-, $80,,
Visible phone service review: Enjoy the Verizon Network for less,Bryan M Wolfe,"If you think you're overpaying for Verizon's wireless service, but still want to use the Verizon network, switch to Visible. You'll save lots of cash while still reaping the benefits.",2019-12-06,4.5,https://www.imore.com/visible-phone-service-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/12/vislble-logo.jpg?itok=96xo4E5s,: $40 per month,,
Clockwork Synergy Canvas Apple Watch Band review: Smart casual,Karen S Freeman,Looking for a comfortable watch band that straddles the line between dressy and casual? Check out Clockwork Synergy's Canvas Bands for Apple Watch.,2019-12-05,4.5,https://www.imore.com/clockwork-synergy-canvas-apple-watch-bands-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/12/clockwork-synergy-canvas-watch-bands-for-apple-watch-hero.jpeg?itok=n7PdKV-D, This comfortable Apple Watch band is a just-right style that can be dressed up or down.,,
Apple Smart Battery Case for iPhone 11 Pro review: Snap away with juice for days,Christine Chan,"Apple's Smart Battery Case may provide you with more battery life, but we're more impressed with that dedicated camera button.",2019-12-05,4.5,https://www.imore.com/apple-smart-battery-case-iphone-11-pro-review-snap-away-juice-days,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/12/iphone-11-pro-smart-battery-case-back.jpg?itok=M_wLHoto,": Apple's Smart Battery Case for iPhone 11 Pro provides you with about 50 percent more battery life than the phone itself (depending on your usage factors), and it has a new dedicated camera button. The camera button has a slight curved groove to it, making it easy to feel for it on the bottom right edge, and it makes it easier and faster to get to the camera.",,
'Servant' Review for Apple TV+: A superb atmospheric thriller that's a joy to watch,Luke Filipowicz,"Apple TV+ has dipped its toe into the thriller/horror genre with Servant, and while it isn't completely flawless, it has kept me on the edge of my seat.",2019-12-05,4.5,https://www.imore.com/servant-review-apple-tv,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/12/servant-trailer-appletv.jpg?itok=zMIkcxFn,,,
Totallee Wireless Car Charger review: Charge conveniently,Karen S Freeman,Totallee's Wireless Car Charger serves both as a secure car mount and a wireless charger for your iPhone or any other Qi-enabled smartphone. It opens and closes automatically or with a gentle tap.,2019-12-04,4,https://www.imore.com/totallee-wireless-car-charger-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/totallee-wireless-car-charger-hero.jpeg?itok=J9bp3-CL, This vent mount for your phone holds it securely and charges it wirelessly.,,
Autonomous SmartDesk 2 review: Luxury standing desk at a budget price,Lory Gil,The SmartDesk 2 makes working all day long a lot more comfortable. Check out our review.,2019-11-27,4.5,https://www.imore.com/autonomous-smartdesk-2-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/autonomous-smartdesk-2-review-02.jpeg?itok=Oq994cO_," The SmartDesk 2 is quality made, whisper-quiet, and fits within the range of reasonably priced standing desk options.",,
"LAUT Pearl Series for iPhone review: Slim, tough, and fashion-forward",Karen S Freeman,"LAUT's Pearl Series cases look three-dimensional but are totally smooth to the touch. While this case is not the most heavy-duty case you can buy, nor the slimmest, it strikes a nice balance between them resulting in a trim but protective case.",2019-11-27,4.5,https://www.imore.com/laut-pearl-series-iphone-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/laut-pearl-series-for-iphone-hero.jpeg?itok=1vB3xumF, You'll love gazing upon this lightweight but protective case.,,
Apple Arcade just feels right with a PlayStation 4 DualShock 4 controller,Christine Chan,"How is Apple Arcade with a DualShock 4 controller? It's surprisingly great, and well worth getting an extra DualShock 4 or two if you want to take your Apple Arcade games to the next level.",2019-11-26,,https://www.imore.com/apple-arcade-just-feels-right-playstation-4-dualshock-4-controller,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/apple-arcade-multi-device-controller-hero.jpg?itok=s1Bit4mV,,,
Casery Convertible Fanny Pack review: On trend,Karen S Freeman,"iPhone holsters are convenient, but not exactly fashionable, especially for women. Casery offers an excellent alternative.",2019-11-26,4,https://www.imore.com/casery-convertible-fanny-pack-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/casery-covertible-fanny-pack-hero.jpeg?itok=SDyzsgCm, This vegan leather bag serves as a more fashion-forward alternative to the phone holster.,,
16-inch MacBook Pro Review: 2 weeks later,Rene Ritchie,"I've been using the 16-inch MacBook Pro day in, day out, as my main computational machine, since just before Apple announced it. I've done all the emails and messages, surfed all the websites, watched all the TV, written tens of thousands of words, and edited 7 or so YouTube videos comprising about an hour of a-roll and just a ton of b-roll. In other words, I've hammered on it. And...",2019-11-26,,https://www.imore.com/16-inch-macbook-pro-review-2-weeks-later,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/16-inch-macbook-pro-blue-wallpaper-hero.jpg?itok=PbglWJPJ,,,
"Shutterfly Photo Printing review: Quality, variety, and value",Karen S Freeman,I've been using Shutterfly to store and print my photos for the better part of a decade. Here's why.,2019-11-26,4.5,https://www.imore.com/shutterfly-photo-printing-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/07/shutterfly-photo-printing-4.jpeg?itok=C_jh7Smq,: varies,,
LG UltraFine 4K Display review: Two screens for the price of one,Lory Gil,"If you're looking for an UltraFine alternative to the $1,200 5K 27-inch model Apple used to sell, the UltraFine 4K is slightly smaller, has plenty of Ks, and costs about half as much.",2019-11-24,4,https://www.imore.com/lg-ultrafine-4k-display-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/06/lg-ultrafine-4k-display-hero-02.jpeg?itok=_8dXt8CJ, $700,,
Fitbit Versa 2 review: Time lapse,Daniel Bader,The Fitbit Versa 2 is a decent if underwhelming upgrade to one of the best fitness trackers on the market today.,2019-11-24,3.5,https://www.imore.com/fitbit-versa-2-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/fitbit-versa-2-iphone-8.jpg?itok=h-iwBZ41,,,
iPhone 11 Smart Battery Case Review,Rene Ritchie,"The iPhone 11, iPhone 11 Pro, and iPhone 11 Pro Max Smart Battery Cases are here! Obviously, they change up the camera bump cutout, but they also add a new, dedicated, hardware camera button to launch the camera app and take photos and QuickVideo.",2019-11-23,,https://www.imore.com/iphone-11-smart-battery-case-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/iphone-11-smart-battery-case-hero.jpg?itok=UCVHjiMH,,,
Walmart Photo Printing review: An inexpensive option,Karen S Freeman,Walmart delivers good quality products for a low price. But creating a photo book can be quite frustrating.,2019-11-23,4,https://www.imore.com/walmart-photo-printing-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/07/walmart-photo-printing-hero.jpeg?itok=e1fDhfU0,: Varies,,
Google Pixel 4 Review: From an iPhone user's perspective,Rene Ritchie,"I’ve been using Google’s Pixel 4 phone for four weeks now. I mean, really using it. With my SIM card in it and everything. Taking photos. Making calls. Playing Pokemon Go. And here's my review, from an iPhone-users perspective... one month later.",2019-11-22,,https://www.imore.com/google-pixel-4-review-iphone-users-perspective,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/pixel-4-camera-bump-lake-hero.jpg?itok=2qLKDKjX,,,
UAG Civilian Series iPhone Case review: Shock-absorbing and sophisticated,Karen S Freeman,"Urban Armor Gear, or UAG, has released a sharp-looking new case. It's feather-light but is designed to absorb and disperse shocks in case you drop your precious iPhone.",2019-11-21,4.5,https://www.imore.com/uag-civilian-series-iphone-case-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/uag-civilian-series-iphone-case-hero.jpeg?itok=lzEsxkSz, This non-bulky but rugged case protects your iPhone and looks good doing it.,,
Waterfield Air Duffel Carry-On Bag review: Just right-sized,Karen S Freeman,"Waterfield's Air Duffel Carry-On Bag is perfectly sized to fit under the seat on most airlines, so it can count as your personal bag rather than a carry-on. Yet, you can pack a lot into this small duffel bag, making it ideal for air travel.",2019-11-20,4.5,https://www.imore.com/waterfield-air-duffel-carry-bag-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/waterfield-air-duffel-carry-on-bag-hero.jpeg?itok=JtN6OUMn, Travel light and stylish with this efficiently-designed luxury bag as your personal item.,,
"PhoneSoap 3 review: Kills the germs, leaves the smudges",Lory Gil,"If you're concerned about bacteria and germs, you need this UV-C lightbox to clean your phone. {",2019-11-20,4,https://www.imore.com/phonesoap-3-review-kills-germs-leaves-smudges,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2018/11/phonesoap-3-review-01.jpeg?itok=qIhWN0K8, $80,,
Fangamer Flip Grip for Nintendo Switch review: The best way to play retro arcade and pinball games,Rebecca Spear,"Do you ever wish you could play some of those sweet retro games vertically on your Nintendo Switch? This is the accessory that makes it a heck of a lot easier to do. Of course, the game has to be compatible with vertical orientation for this to work.",2019-11-19,4,https://www.imore.com/fangamer-flip-grip-nintendo-switch-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/fangamer-flip-grip.jpg?itok=Fg0_MFSq,": This Switch accessory is the best way to enjoy games that work in vertical mode. It's sturdy, looks good, and doesn't cost very much. You'll just need to make sure that the game you want to use it with works in the proper orientation.",,
"Pokémon Sword and Shield for Nintendo Switch review: Not as innovative as hoped, but still fun to play",Rebecca Spear,"Pokémon Sword and Shield definitely won't be game of the year, but they're still fun games for people to play.",2019-11-19,4,https://www.imore.com/pokemon-sword-and-shield-nintendo-switch-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/pokemon-sword-shield-screenshot-018.jpg?itok=pEUAYoFF,": Pokémon Sword and Shield offer awesome new Pokémon for you to discover and a beautifully designed, U.K.-inspired world to explore. These games don't offer a lot of new elements, with familiar gameplay and a short storyline. However, these games still provide a fun, lighthearted experience for players of all ages.",,
'For All Mankind' review: Blasting off into an exciting alternate history,Joseph Keller,"It takes its time, but For All Mankind achieves liftoff to show us an exciting alternate history.",2019-11-18,4,https://www.imore.com/all-mankind-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/for-all-mankind-episode-1.jpg?itok=ZoSG2py6,,,
AirPods Pro Takes Accessible Earbuds to the Next Level,Steven Aquino,I've been testing AirPods Pro for a couple of weeks now and can say with conviction that I love them.,2019-11-18,,https://www.imore.com/airpods-pro-takes-accessible-earbuds-next-level,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/steven-aquino-airpods-pro-hero.jpeg?itok=sXqnc71D,,,
Photoshop for iPad review: The industry standard image editor gets a reboot,Marc Edwards,"Adobe has fulfilled its 2018 promise, bringing a new version of Photoshop to the iPad. Does it live up to the legacy?",2019-11-15,,https://www.imore.com/photoshop-ipad-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/photoshop-for-ipad-hero.jpeg?itok=6tYlnYnN," It's not as robust as you may have originally hoped for, but Adobe has made good on what it promised.",,
Hex 4-in-1 iPhone Case review: Flexible protection,Karen S Freeman,"The Hex 4-in-1 iPhone Case is a rugged case plus an RFID-blocking card wallet plus a folio. You can mix and match the pieces in various ways, depending on what functionality you need on a given day.",2019-11-14,4,https://www.imore.com/hex-4-1-iphone-case-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/hex-iphone-11-pro-case-4-in-1-wallet-hero.jpeg?itok=QnEFjvic," Mix and match the rugged case, folio, and RFID-blocking card wallet to your specifications.",,
A Better Finder Rename 11 review: Image renaming software that everyone should have,Jeffery Battersby,"If you rename a lot of files on a regular basis, this bulk automation tool will make the lazy in you very happy.",2019-11-13,5,https://www.imore.com/review-better-finder-rename-11,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/hero2.jpg?itok=JJfOoOnm," If you rename a lot of files on a regular basis, this bulk automation tool will make the lazy in you very happy.",,
Tom Bihn Synik 22 review: My new everyday carry backpack,Christine Chan,The Tom Bihn Synik backpack is now available. Think of it as an upgrade to the original Synapse. Is it worth the money?,2019-11-13,4.5,https://www.imore.com/tom-bihn-synik-22-review-my-new-everyday-carry-backpack,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/tom-bihn-synik-22-hero.jpg?itok=lIsxU9y0,": Synik is an upgraded Synapse backpack, now with a full clamshell style design that makes it easier to pack like a suitcase. Your laptop is safe and secure in the suspended compartment with two points of access. The straps are comfortable, there are plenty of pockets for your stuff, and it the chunky, premium YKK zippers are heavy-duty.",,
Moshi Avanti C headphones review: affordable comfort if you still like wired cans,Bryan M Wolfe,"Moshi Avanti C headphones are one of those rare audio products that weren't designed to pair with Apple's iPhone. Despite this, don't rule them out if you're in the market for a comfortable pair of wired, on-ear headphones.",2019-11-12,3.5,https://www.imore.com/moshi-avanti-c-headphones-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/moshi-avanti-c-hanging.jpeg?itok=a4VROuIx," Beautifully designed and available in different colors, Moshi Avanti C is a forward-looking choice for those looking for a USB-C audio solution.",,
AirFly Pro review: A Bluetooth transmitter that deserves the 'pro' name,Lory Gil,What's better than a Bluetooth transmitter? A Bluetooth transmitter that works both ways!,2019-11-12,4.5,https://www.imore.com/airfly-pro-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/airfly-pro-review-03.jpeg?itok=mE6_67dY," This pro version of a Bluetooth transmitter has three features in one; Bluetooth transmitting, audio sharing, and a Bluetooth audio adapter.",,
Pixel 4 vs. iPhone 11 video camera review,Rene Ritchie,"I'm putting the iPhone 11 up against the Pixel 4 in a camera-to-camera video shootout. So, which optics will reign supreme?",2019-11-11,,https://www.imore.com/pixel-4-vs-iphone-11-video-camera-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/pixel-4-iphone-11-selfie-rene-georgia-hero.jpg?itok=BFEp--B_,,,
'The Elephant Queen' review: A picture perfect adventure for the entire family,Bryan M Wolfe,"Though it's lacking some key details, the Apple TV+ film ""The Elephant Queen"" works on nearly every level. It's a mostly Disney-esque adventure that's appropriate for everyone.",2019-11-07,4.5,https://www.imore.com/elephant-queen-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/elephant-queen-hero.jpg?itok=qREssmss,,,
Wearlizer Crystal Rhinestone Apple Watch Band review: Pretty and sparkly,Karen S Freeman,"Embedded with hundreds of crystal rhinestones, the band adds a fun and festive touch to the rather serious-looking Apple Watch. I love wearing this band both to work and for a night out on the town.",2019-11-07,4.5,https://www.imore.com/wearlizer-apple-watch-band-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/wearlizer-apple-watch-band-hero.jpeg?itok=QLQYoOen, This stainless steel band full of crystal rhinestones dresses up your Apple Watch beautifully.,,
"Mario and Sonic at the Olympic Games Tokyo 2020 review: Go for the gold, Mario!",Christine Chan,Mario &amp; Sonic at the Olympic Games: Tokyo 2020 has arrived on the Nintendo Switch. Do you have what it takes to get all of the gold medals?,2019-11-05,4,https://www.imore.com/mario-and-sonic-olympic-games-tokyo-2020-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/mario-sonic-olympic-games-2020-switch-hero.jpg?itok=yC3bumFU,": Mario & Sonic at the Olympic Games: Tokyo 2020 is a fun game that will be enjoyed by everyone in the whole family. It features a story-driven single-player mode, Quick Match with tons of mini-games, and up to eight people can compete together through local or online multiplayer.",,
"'Dickinson' season one for Apple TV+ review: Weird, whimsical, wild, and wonderful.",Luke Filipowicz,"Mixing a 19th century period piece with a millennial teen dramedy didn't sound like a good idea on paper, yet I watched the entire first season of Dickinson with a smile on my face.",2019-11-04,4,https://www.imore.com/dickinson-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/dickinson-apple-tv.jpg?itok=X7Biybps,,,
"'The Morning Show' Review for Apple TV+: A slow and dull start, but there is future potential",Luke Filipowicz,"The first three episodes of The Morning Show really struggle to find its footing as the script is full of needless exposition and most of the characters don't feel fully fleshed-out; however, by the end of the third episode there is a glimmer of hope for the show's future.",2019-11-02,2.5,https://www.imore.com/morning-show-review-apple-tv-slow-and-dull-start-there-future-potential,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/the-morning-show-trailer-screenshot.jpg?itok=4sCAGaEw,,,
"'Ghostwriter' review: Making literature cool again, one story at a time",Bryan M Wolfe,Apple TV+ brings back an old television show for kids that hopes to teach us all a little bit more about literature in a digital world.,2019-11-02,4,https://www.imore.com/ghostwriter-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/apple_tv_ghostwriter_key_art_2_3.jpg?itok=bIa7kTxH,,,
The Bradwell Conspiracy: Paranoia With a Stiff Upper Lip,Nathan Alderman,"While it’s far from perfect, this thought-provoking first-person adventure offers a compelling mystery to unravel.",2019-11-02,,https://www.imore.com/bradwell-conspiracy-paranoia-stiff-upper-lip,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/bradwell_conspiracy_stonehenge.jpg?itok=n1SsG6D1,,,
'Snoopy in Space' review: Getting kids excited about space flight again,Lory Gil,What would it be like if a dog manned the International Space Station?,2019-11-02,4,https://www.imore.com/snoopy-space-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/apple_tv_snoopy_in_space_key_art_16_9.jpg?itok=UB_O2gFv,,,
'See' Review for Apple TV+: Off to a great start with a few stumbles along the way,Luke Filipowicz,"The high-fantasy drama starring Jason Momoa and Alfre Woodard is an ambitious show with lots of ideas, and while it can struggle to rein them all in at times, the first three episodes have me very excited for the future of See.",2019-11-01,3.5,https://www.imore.com/see-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/see-jason-momoa.jpg?itok=r3CmB7JF,,,
Running a 5K with AirPods Pro: Five questions answered,Russell Holly,"Can AirPods Pro hold up against thousands of jostled jogging steps and sweaty ears while still providing clear, yet transparent, audio? Find out how they performed on my morning jog.",2019-11-01,,https://www.imore.com/running-5k-airpods-pro-five-questions-answered,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/11/arpods-pro-running-shoes.jpg?itok=qqI9_dQS,,,
Adonit Note+ Stylus review: More control than ever,Karen S Freeman,The latest Bluetooth stylus from Adonit features pressure and tilt support plus two programmable shortcut buttons for the ultimate in customizable control.,2019-10-31,4,https://www.imore.com/adonit-note-plus-stylus-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/adonit-note-plus-stylus-hero-2.jpg?itok=Nk9AdbAn, The Adonit Note+ Stylus offers pressure and tilt control plus two programmable shortcut buttons.,,
Shinsekai: Into the Depths Is The Best Apple Arcade Game No One's Talking About,Nathan Alderman,"This mini-masterpiece blends awe, danger, and a haunting sense of loss in a beautifully realized underwater world.",2019-10-30,,https://www.imore.com/shinsekai-depths-best-apple-arcade-game-no-ones-talking-about,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/shinsekai_best_no_one_screenshot1.jpg?itok=bjlkmlM2,,,
"Casery iPhone Case review: Cute, light, protective",Karen S Freeman,"If you're looking for an Instagram-worthy iPhone case that doesn't bulk up your phone but still protects it, look no further than a Casery iPhone Case. You'll find tons of adorable and trendy designs from which to choose.",2019-10-30,4,https://www.imore.com/casery-iphone-case-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/casery-iphone-11-pro-case-hero.jpeg?itok=pzbj2HlH," Get some decent protection, not a lot of bulk, and tons of adorable designs with Casery.",,
"AirPods Pro Hands-On — vs. AirPods 2, PowerBeats Pro",Rene Ritchie,"Apple’s got some brand new AirPods. AirPods Pro to be specific. And, I’m not just going to give you all the details, and tell you how they compare to the regular AirPods and the PowerBeats Pro, but I’m going to unbox them and go hands-on. Right now.",2019-10-30,,https://www.imore.com/airpods-pro,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/airpods-pro-rock-and-roll.jpg?itok=OOOUN-sL,,,
Lake: Coloring Books review: A coloring book experience dedicated to artists,Lory Gil,"If you haven't already tried Lake's beautiful, meditative coloring experience, version 3.0 is a good time to start.",2019-10-29,,https://www.imore.com/lake-coloring-books-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/lake-coloring-books-hero.jpg?itok=EzCbMu0t,,,
"The Witcher 3 on Nintendo Switch review: Not as easy on the eyes, but easy on the go",Rebecca Spear,"I tested the Witcher 3: Wild Hunt on Nintendo Switch for over 30 hours. The visuals aren't as pretty as what you'd find on another platform, but it's still an awesome game.",2019-10-25,4.5,https://www.imore.com/witcher-3-nintendo-switch-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/witcher-3-nintendo-switch.jpg?itok=Qd--o2zN,: The Nintendo Switch version of The Witcher 3 exchanges high-resolution graphics for portability. It runs well on the Switch and is an amazing RPG for anyone who loves magic and fantasy. I recommend it for anyone who's looking for a quality game to play on the go.,,
Master & Dynamic MW07 Go Review: Great price but there are other things to consider,Bryan M Wolfe,"The recently released MW07 Go truly wireless earphones by Master &amp; Dynamic are the latest release from the luxury audio company and are priced to ""go."" But don't throw your money at these ear buds yet.",2019-10-25,3,https://www.imore.com/review-master-dynamic-mw07-go,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/master-dynamic-mw07-go-hero.jpeg?itok=Nhn2oi81," An excellent price for a mostly good product. However, there might be a better long-term choice out there.",,
Loopy Case for iPhone review: Stop the drop,Karen S Freeman,"You've probably seen Loopy Cases on your Instagram feed; they're popular with bloggers and influencers for good reason. The solid finger loop on the back gives you an excellent grip, steadying and securing your iPhone for better photos and life in general.",2019-10-24,4.5,https://www.imore.com/loopy-case-iphone-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/loopy-case-iphone-hero.jpeg?itok=GOaJzpVe, This lightweight but protective case has a sturdy loop on the back for excellent grip.,,
BenQ PD2720U DesignVue 4K Display review: the perfect monitor for visual artists,Lory Gil,Buying a monitor is like buying a new coat — everyone's needs are different and no single one should try to meet them all.,2019-10-24,4,https://www.imore.com/benq-pd2720u-designvue-4k-display-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/benq-designvue-4k-display-07.jpeg?itok=r0-yhFUN," If you're a graphic designer, photographer, or videographer, you're going to love the variety of display modes the BenQ DesignVue has to offer.",,
Apple Watch Series 5 Review: One month later,Rene Ritchie,"I've been using the Apple Watch Series 3 — originally a space gray aluminum and, more recently, a brushed titanium edition — for just over a month. So, how's the titanium, the always-on display, the battery life, the on-device App Store, and all the new apps one month later? Read on!",2019-10-21,5,https://www.imore.com/apple-watch-series-5-review-one-month-later,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/apple-watch-5-one-month-later-clean.jpg?itok=3UqSUN-o,,,
"The Void: Avengers: Damage Control review: Avengers, assemble!",Christine Chan,"The Void offers immersive virtual reality experiences, and the latest is Avengers: Damage Control. Is it worth the price of admission?",2019-10-20,,https://www.imore.com/void-avengers-damage-control-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/the-void-avengers-damage-control-vr-experience.jpeg?itok=A5jacyll,,,
